"time","A0000","A0001","A0002","A0003","A0004","A0005","A0006","A0007","A0008","A1000","A1001","A1002","A1003","A1004","A1005","A1006","A1007","A1008","A1009","A1010","A1011","A1012","A1013","A1014","A1015","A1016","A1017","A1018","A1019","A1020","A1021","A1022","A1023","A1024","A1025","A1026","A1027","A1028","A1029","A1030","A1031","A1032","A1033","A1034","A1035","A1036","A1037","A1038","A1039","A1040","A1041","A1042","A1043","A1044","A1045","A1046","A1047","A1048","A1049","A1050","A1051","A1052","A1053","A1054","A1055","A1056","A1057","A1058","A1059","A1060","A1061","A1062","A1063"
2049,2890714368233220,2852344807395530,2899189313497010,2894639641736390,2884609369389900,2885271587012360,2896185114239500,2890709692791200,2890732730956930,2888415033033790,2869823807192890,2888684731279840,2871307095987430,2864948895001610,2902433753166450,2864492943986320,2892784707880210,2870872895813810,2844391625050100,2892241980930160,2895111780235670,2883208816219490,2896725478004210,2901747457889230,2902692510485610,2850323268280930,2901625745965660,2862032618487030,2866824176760230,2899395578331910,2902666647814740,2878482718085790,2890351960001540,2884722627702240,2897743301264160,2901247515159760,2896232807136260,2894286346386610,2893104534912810,2890905915941710,2901215961296370,2899371107078820,2883316250509040,2893988181815620,2868198172948200,2896758762467750,2886587626294010,2876869139512800,2900659382626920,2873707772414750,2862830257085040,2866425852328810,2873434947749510,2882701995980410,2885583314328120,2892477127849620,2882229039818890,2892909627319300,2888656993460540,2889885953834050,2888543352038590,2898294006907350,2893602562217660,2880635228707520,2894362558396600,2881659507464140,2894491688396590,2884053872738200,2893538490053970,2887851715255510,2888641700821890,2895920858590730,2889570832526980
2050,2890643737444940,2851316176253720,2899328011838220,2894644242836840,2884438223112490,2885074877186790,2896242404245940,2890639011337200,2890662175581390,2888329370686810,2869184274369140,2888519794439990,2870710733933590,2864206508146240,2902635314467130,2863733998301760,2892801649272460,2870381216691270,2843218084690500,2892217117281940,2895176285342830,2883001133919910,2896806277029700,2901960658970810,2902896298866260,2849281431229390,2901805462456120,2861328550543130,2866221288675880,2899525308280500,2902886490645380,2878162896904680,2890261417524250,2884457901029600,2897838161387910,2901429806207050,2896289371090830,2894317215608720,2893109357189510,2890844547692170,2901394672240660,2899515711815650,2883066493520950,2894011285968530,2867613323502270,2896854187772380,2886406722013450,2876451857656490,2900817330980130,2873273738627170,2862045520517940,2865764631214010,2872965587077470,2882473114034840,2885354423954730,2892446984628080,2881988691810050,2892878171873650,2888517734556570,2889830639983280,2888449106659020,2898397127867550,2893585642950300,2880333461151210,2894383075056870,2881340610652290,2894507833094500,2883812348578720,2893547711106480,2887696308553960,2888526940693250,2895977750117170,2889479405024810
2051,2890573436119740,2850287846380880,2899468198845310,2894647971980930,2884268633112120,2884878487498530,2896298924019550,2890568683056670,2890591945817200,2888244739784560,2868545331365870,2888354026278240,2870113104909170,2863466852692130,2902836864776440,2862975115761230,2892819533565590,2869892522553050,2842045456217280,2892192444751600,2895241569018960,2882795570313550,2896887406506780,2902174490749860,2903099987391250,2848239332731770,2901985139602350,2860624289321400,2865620071845420,2899655222320980,2903106760298030,2877844388492770,2890170731932160,2884192164809900,2897933245765670,2901611659695220,2896346297820530,2894348657134970,2893114787202910,2890783300426670,2901572923654470,2899660317627070,2882816869445450,2894034920234700,2867031052724770,2896949983007160,2886225918940180,2876036038322840,2900975506090700,2872844213673260,2861257819760920,2865102429084820,2872501135098060,2882245223959900,2885125351478360,2892417214663550,2881749302696860,2892845880166320,2888378455171690,2889776202400430,2888356160644910,2898500493771040,2893567784792140,2880033438796560,2894403779009720,2881025246478740,2894524514494950,2883570766234050,2893557591330880,2887540821082080,2888412552371330,2896034841856350,2889388422673260
2052,2890503447929720,2849259160139830,2899607814524310,2894651370080960,2884100096526450,2884682471521170,2896355568141850,2890498694286340,2890522069123560,2888161397494790,2867906489889650,2888187684027940,2869513921866430,2862724803281520,2903038319832780,2862217632801260,2892838671717820,2869401950667550,2840874263686850,2892168265909350,2895308502549920,2882590556575370,2896969035290160,2902388785191340,2903303502596130,2847200848140680,2902164895712210,2859924208407840,2865021351883660,2899785413889280,2903327110807390,2877526901969810,2890080258484590,2883925880329630,2898031503764790,2901793919500580,2896403431099140,2894381675673860,2893120872951660,2890722711078040,2901751805163600,2899805449181890,2882568725249960,2894059042877840,2866450294875380,2897046599352530,2886045294129460,2875620190621620,2901133698798850,2872411480434570,2860469895522370,2864440420903780,2872032053216420,2882018247022590,2884895645234040,2892387558022910,2881510884929980,2892814631112100,2888238979138370,2889722696374100,2888264264775760,2898604016909110,2893549962875210,2879734818170500,2894424897254910,2880708670927670,2894541593641190,2883329468777160,2893567864327110,2887386331838820,2888298740790980,2896092900687630,2889297942532170
2053,2890433707746810,2848230079887410,2899748246593170,2894654434752750,2883932743217180,2884487151816510,2896412420461870,2890428928620910,2890452383789650,2888079263438430,2867265942902390,2888020561381510,2868915855424720,2861985199906180,2903239988679690,2861460483115250,2892859081906380,2868916260804200,2839703610002930,2892144690655490,2895375592793660,2882386704281280,2897051400432160,2902603603003250,2903507351397970,2846162908293630,2902344629315460,2859225383652480,2864424137667720,2899915394612380,2903547739058330,2877210491950060,2889989762388650,2883658601308200,2898127046112780,2901976429333460,2896460589312830,2894415080895500,2893127576162710,2890662781046860,2901930934332190,2899951115666720,2882319950220810,2894083700281540,2865870609694680,2897143889669160,2885864620931400,2875204096268450,2901291955957470,2871985149938740,2859684702437900,2863781536925420,2871567312969950,2881791164870890,2884666349504090,2892358241023880,2881273446722500,2892783304943890,2888099378594190,2889670222669510,2888172567405950,2898707765286170,2893532087056310,2879437669328160,2894446337526760,2880389093631680,2894558615959900,2883088546397190,2893578538091060,2887229508874260,2888185141670110,2896151463613630,2889207831388560
2054,2890364219131760,2847201383003440,2899888806052510,2894657353282570,2883766854872340,2884292123285680,2896469382988640,2890359367217610,2890382897692410,2887998075541030,2866624234588040,2887852378606910,2868317468103190,2861244995938270,2903441672198780,2860703189438130,2892880139855340,2868432226770940,2838534708323190,2892121830131920,2895443719133320,2882183763265910,2897137091814340,2902819162798480,2903710982376970,2845125975506870,2902524217680300,2858526944211900,2863824036416460,2900045480100260,2903769318538930,2876895513493730,2889899707500620,2883390740572440,2898222949395830,2902159486123840,2896518662924580,2894448723267430,2893134918384940,2890602679774240,2902110305511560,2900097148398940,2882071282144650,2894108907331860,2865291084472200,2897241889769380,2885684065052770,2874788304059400,2901451130969720,2871558097308230,2858899329218010,2863122401412800,2871105297511990,2881565375973330,2884436315650630,2892329098965640,2881036693839790,2892752948387150,2887959355119210,2889618669144680,2888081792741710,2898811507985320,2893514043968310,2879140155594680,2894468052903010,2880073965717450,2894575844133920,2882847580545860,2893589744543170,2887074049098210,2888071809694720,2896209875826200,2889118008790310
2055,2890294945563390,2846173406458220,2900029846229180,2894660211423530,2883601744302630,2884097299040730,2896526572858110,2890290114356910,2890313691753550,2887917961341580,2865983315035690,2887682971877460,2867718529924650,2860504952700400,2903644054535470,2859945860776950,2892902446446310,2867947123250430,2837367104623550,2892102642701660,2895512326301540,2881981242613200,2897220458120730,2903035810322010,2903914963469020,2844090033731290,2902703836704200,2857831385653770,2863229725928170,2900175732836820,2903990939425600,2876581346077390,2889809455061300,2883119238304110,2898319016335500,2902342808361710,2896576128482030,2894482989660780,2893142771286710,2890543056308290,2902289675284070,2900243802838790,2881823413315740,2894134567401280,2864713985752560,2897340635063120,2885503502317130,2874372718607380,2901609626899290,2871133741291490,2858114804305570,2862461074551050,2870644439213950,2881341265518770,2884205669264330,2892300588921190,2880801284600550,2892721553924420,2887819694869370,2889567986288990,2887992379218490,2898915254500280,2893495938764480,2878842501177810,2894490354454380,2879758546260430,2894593397730390,2882606600213310,2893601793999300,2886918590463820,2887958943328360,2896268668103830,2889028655915220
2056,2890226315937860,2845146222354330,2900171616537590,2894662917654370,2883437944978800,2883903166384150,2896583778937890,2890221094996900,2890245138028360,2887840127783720,2865339162919610,2887513713802300,2867118460021260,2859763137133640,2903845934770850,2859186108760960,2892925699642960,2867465891813110,2836200626093970,2892080682149480,2895581850929900,2881780689558560,2897304235648120,2903252674044150,2904118643107860,2843054909774730,2902883863878730,2857138443058000,2862635421714970,2900306664051970,2904213078612530,2876268313950090,2889719223072450,2882847199019020,2898415406380300,2902526200671080,2896633781804030,2894521150991280,2893151609067110,2890483963886080,2902469118162810,2900390881849830,2881576169404330,2894160750997720,2864138133866050,2897439865659910,2885322772352020,2873958184978920,2901768301081830,2870711275543770,2857326552218890,2861802134159190,2870185513997010,2881117936122880,2883974686867360,2892272160186280,2880566361101460,2892690263505190,2887679503849700,2889518494411570,2887903292726960,2899019493210740,2893477765780730,2878545986017560,2894512830721200,2879442936389830,2894611253243980,2882365664178190,2893614113102000,2886762921349700,2887846369319050,2896327670664860,2888939865276810
2057,2890157514253100,2844118904467850,2900313506825750,2894665369435680,2883275002249170,2883709237345860,2896641104364160,2890152653119800,2890176364368090,2887763441306170,2864697213589860,2887345100736600,2866517672835730,2859021991043720,2904047844053820,2858429859963140,2892949791452060,2866981956767890,2835035547734200,2892059131316770,2895652250510230,2881581153957440,2897388313674090,2903470090841730,2904322364365700,2842020753941500,2903063555890470,2856445905685880,2862043114727850,2900437153441650,2904435317299130,2875956176112630,2889628913391000,2882576197383610,2898512272383760,2902709981986390,2896695091475070,2894556456105800,2893160551732790,2890425436694760,2902648801778550,2900538194175190,2881328828252450,2894187367706650,2863561266180430,2897539874621270,2885142933313410,2873543350309000,2901927016725820,2870289345304410,2856542596396240,2861145655075240,2869726250909780,2880895602363750,2883743480229580,2892243929352490,2880332500848250,2892658992301290,2887539165391130,2889469469251150,2887814725408680,2899123618207510,2893459589163040,2878249455046660,2894536073727040,2879127754560440,2894629212508270,2882125090286090,2893626723716040,2886607319629010,2887734372164440,2896386925642830,2888851132463610
2058,2890088931603010,2843091925753430,2900459062025180,2894668165783420,2883113051417600,2883515760284680,2896698580318040,2890084040767700,2890107849274890,2887686149754570,2864056479778600,2887174614530550,2865916770270180,2858282655409710,2904249911376110,2857673388314700,2892976227497060,2866503733573330,2833872028205520,2892038107231680,2895723173980540,2881382720812490,2897474196662360,2903688383835250,2904525930607570,2840987425049830,2903243240865980,2855755810298310,2861450267951910,2900567861435040,2904657998137970,2875645065666880,2889538630376460,2882305289819170,2898609319173090,2902897236070210,2896753192784420,2894593958874520,2893170159200200,2890366962576410,2902828807183230,2900685976671850,2881079643896930,2894215004660890,2862986190333800,2897640327265440,2884962653426480,2873129572833210,2902085899603890,2869869397609050,2855759299170110,2860490485242610,2869266593213940,2880674684735510,2883511764487250,2892216207996660,2880099241960850,2892627798027330,2887399292366910,2889421059488050,2887727063619230,2899227720809310,2893441243438270,2877954190022450,2894559180682720,2878811515790050,2894647380233990,2881884333903470,2893640279694810,2886451421592880,2887622520909220,2896446546281650,2888762992250870
2059,2890020620633150,2842065394360180,2900601616507910,2894670433848240,2882952107209460,2883322401088910,2896756245178810,2890015695112960,2890039583481470,2887609612378550,2863414858150110,2887004122264210,2865311859765750,2857541496575800,2904452068775760,2856916552726760,2893004011212990,2866026456007580,2832710394562490,2892017711163030,2895796462407320,2881185338124440,2897559051208130,2903906858229840,2904729603448970,2839954957526490,2903422970973930,2855066242754260,2860859619942290,2900698567450180,2904881034490430,2875336455176770,2889451703326630,2882035895896920,2898706809118030,2903081595569160,2896811768705010,2894630427631550,2893180375921010,2890312455815750,2903009305858360,2900834012325240,2880831634032090,2894242642358050,2862413370128990,2897741595858820,2884782206284280,2872714382822820,2902244646343430,2869447860172060,2854975191544850,2859834777968800,2868807391715490,2880453095478320,2883279678995990,2892188371503060,2879866770454040,2892596599463440,2887259242811500,2889373959425860,2887640023826320,2899332082478100,2893422915529320,2877659337128330,2894586142757210,2878495051580550,2894666175144860,2881643896841610,2893653949995840,2886295682219900,2887511374744950,2896506625193760,2888675241780080
2060,2889952973909910,2841039440512260,2900746217676990,2894672569951230,2882793600006730,2883129613354460,2896814036298670,2889948011906290,2889971988679510,2887537759764960,2862771058555890,2886831130353880,2864708462145050,2856799333155970,2904654137970830,2856159546962730,2893030735357320,2865551031149440,2831551170597210,2891999500073890,2895868986494720,2880988650521160,2897644611550070,2904125885874380,2904933191006440,2838922583968190,2903603012302730,2854379948395300,2860270891343880,2900829426857040,2905104263922230,2875027303618210,2889362189667610,2881761902247210,2898804122718850,2903266058133940,2896870651072310,2894667671475010,2893190890167550,2890254842403600,2903189701736210,2900982574747580,2880586664310880,2894270975233730,2861840784117450,2897845113939390,2884601957841280,2872300021265350,2902403471643400,2869030298813660,2854191759649220,2859180094339870,2868350487192190,2880232902762970,2883047120772100,2892161145637250,2879636569798980,2892565320062890,2887119039265230,2889327074427150,2887555156694580,2899436468710390,2893404591326490,2877365004171030,2894610046309230,2878177000206810,2894684989251630,2881403569170170,2893667872863000,2886139912956650,2887400184988100,2896566727014290,2888587591566340
2061,2889885195415670,2840014365609570,2900890090587710,2894674691901870,2882634518721150,2882938470187960,2896871867546560,2889880208366200,2889904432055840,2887465295621040,2862129115588200,2886659212485220,2864107177319300,2856059427795190,2904856235362710,2855402614887740,2893058157684280,2865076871062540,2830394306717870,2891979726717590,2895942151489530,2880793250885690,2897730484428320,2904347058793200,2905136725495250,2837891928745320,2903782944955680,2853694325428810,2859684951852300,2900964610508330,2905328363690130,2874719110877990,2889272015453010,2881490358827770,2898901851765640,2903451420855060,2896929352536150,2894705481961060,2893201838333290,2890197936776460,2903370310936520,2901131347632270,2880335767408920,2894299469238840,2861267338369170,2897947772857850,2884422120414220,2871886799913550,2902562354394390,2868615208319060,2853408521053830,2858527327701530,2867893800996850,2880015023411270,2882812018552380,2892133712977550,2879405773106370,2892534082794330,2886978711931640,2889282530592840,2887469384157760,2899540955477630,2893386224787480,2877069880494970,2894634784197980,2877860968645390,2894703983022420,2881163426719510,2893682215932840,2885984099485410,2887288250431380,2896627231659320,2888500258330500
2062,2889817628080000,2838990474731710,2901034077247010,2894676981230520,2882476313314390,2882746068066940,2896930156723400,2889812603224730,2889836965527220,2887392286039270,2861486945459560,2886485725682580,2863504380164800,2855316903864320,2905058929610130,2854645488052100,2893088884827080,2864602242038500,2829239285819830,2891960307540660,2896017945365830,2880598616789290,2897816470128270,2904567675588870,2905340612410660,2836862237609430,2903962686970990,2853008660963790,2859098000814110,2901095835024470,2905552168259290,2874411849782280,2889182263939810,2881215102715040,2898999722511650,2903636510128050,2896988519794790,2894743469318210,2893213309482900,2890141221478770,2903551379458690,2901280760701110,2880088809199190,2894327034688780,2860698715874220,2898050739594030,2884242061275600,2871473946887370,2902721529163930,2868199868324810,2852625878998720,2857875186286250,2867438287117130,2879796407966660,2882580143619780,2892106784163090,2879175781649060,2892502738965210,2886838389454490,2889237200414850,2887385714117330,2899645404668510,2893367728236770,2876778163256630,2894659447255380,2877544589707840,2894726305494720,2880923404967150,2893696926833770,2885828989586830,2887177745240570,2896687923452840,2888413383885070
2063,2889750358420200,2837968020716130,2901178240912120,2894678829487170,2882319015600480,2882554391178610,2896988386600090,2889745247708470,2889769648253990,2887319750052380,2860842816608860,2886312969714190,2862902274411130,2854577794684120,2905261667616040,2853887790257650,2893118020515200,2864130824222610,2828085248448930,2891941407641540,2896093008318800,2880406599400310,2897902983176800,2904788583651650,2905544064133550,2835833592407820,2904142418172120,2852327080892950,2858514480681370,2901227208623690,2905777939204570,2874105510568920,2889092321825350,2880942570111400,2899099490213600,2903823548385400,2897048236699660,2894782334620890,2893225267680210,2890086228865570,2903732521921430,2901432380726950,2879843575589810,2894356496856360,2860129118784290,2898154475069310,2884063963114730,2871061623508190,2902880618969460,2867784780692520,2851841764253420,2857223033052140,2866983715740700,2879578786169120,2882346960774460,2892079783370730,2878946468807710,2892471449275040,2886698135613090,2889192747868210,2887301220332640,2899750226087470,2893349845920620,2876485005466460,2894686148662140,2877227292625090,2894745310097230,2880684041730000,2893711997157610,2885673164034620,2887069227994880,2896749221661570,2888328259949220
2064,2889684938713500,2836946368589960,2901322890734390,2894680708706970,2882164630566260,2882362650240200,2897046522852640,2889679781397470,2889704165705000,2887247882518490,2860198193346400,2886137245381550,2862298849706900,2853838810479620,2905463827184500,2853130716241250,2893148132489660,2863661018945360,2826932344718490,2891922783625370,2896171847125000,2880213907574940,2897991467903760,2905010035729800,2905747803829290,2834806332510250,2904322745827750,2851645745248770,2857930299301930,2901358738427360,2906003053275190,2873800122539290,2889002453988590,2880667960330820,2899197746394610,2904009260109480,2897107606493970,2894821876082100,2893239257557610,2890032034136390,2903917194731740,2901586071136130,2879599257396450,2894386486296190,2859564434852300,2898263904177660,2883884069929320,2870649622804130,2903039562182330,2867371975523540,2851060531688310,2856571269748030,2866529972748440,2879362099859080,2882112937012010,2892054960474970,2878717797095790,2892439076405550,2886557697926550,2889150273695330,2887217671267100,2899855070856900,2893330862624650,2876192570661700,2894711550480940,2876911525368950,2894764374564470,2880444626350370,2893728958184190,2885517350186270,2886959303667830,2896811272357790,2888241941816150
2065,2889618006124520,2835924832307210,2901467527171530,2894682509076250,2882010510789430,2882174788668880,2897104823585550,2889612834486880,2889637300465980,2887176919979710,2859556148101960,2885963453005420,2861694373799660,2853100719727890,2905666097232610,2852373578705580,2893178828756400,2863190810421920,2825780875340720,2891905295911300,2896250027197490,2880022046978270,2898078780144370,2905232419635510,2905951240276540,2833781569007980,2904502520432840,2850962622492390,2857351221588980,2901490480848810,2906231347170800,2873499061698470,2888912468574820,2880394356309790,2899297799578000,2904195241430670,2897168868733710,2894865097691160,2893252165659280,2889976177948230,2904098943050910,2901736635149720,2879356530255720,2894418454328980,2858997141552310,2898368356340530,2883704331213480,2870238455929500,2903202029727740,2866960104176040,2850279499716690,2855920487835620,2866076750714030,2879145676298190,2881880146210530,2892027939611780,2878489938316830,2892408181782250,2886416899101220,2889107014772430,2887134585902850,2899960091716720,2893312312121270,2875900871308440,2894737111518230,2876595983718970,2894783787446030,2880204917999050,2893744691410760,2885363076725160,2886849687593940,2896872658178370,2888156165065630
2066,2889551692632100,2834903290381450,2901614650069350,2894684144758050,2881855712109680,2881985256526260,2897163307711970,2889546508823430,2889571028832390,2887106770807680,2858913159696460,2885791228963970,2861091934355450,2852361515573690,2905868339453570,2851616387360820,2893210130376490,2862722453316570,2824631411488320,2891889304213590,2896327286488990,2879831008535090,2898166557229330,2905454380459850,2906154710512920,2832757329032860,2904682417846740,2850285517094230,2856771268239770,2901622107799640,2906456509187690,2873195854263930,2888822605481580,2880120615618250,2899396412014120,2904381466784680,2897228601520410,2894905399345060,2893265351715530,2889920336867320,2904282150587970,2901887253829210,2879111710925960,2894449004920050,2858432236879620,2898473454922900,2883524568179330,2869826839981790,2903361795781580,2866549118175670,2849499928338940,2855271675357540,2865623300934470,2878930359609360,2881646488370620,2892001561130220,2878264235219520,2892376977901390,2886278246781780,2889067332040960,2887054024145180,2900064957624370,2893293598202910,2875609144134160,2894762894687860,2876281538265280,2894804907278060,2879965142737520,2893761215599780,2885207678884310,2886740809537660,2896939482354430,2888070784777690
2067,2889485148990400,2833882188446120,2901760399103830,2894689108385300,2881701932156770,2881794493320330,2897223418764540,2889479927249150,2889504532405150,2887037966899210,2858267787190640,2885617750183910,2860486848430090,2851619729661970,2906070909042730,2850859202454240,2893245638389830,2862255933365600,2823483640139260,2891871763084070,2896404472446660,2879640818583840,2898255358839410,2905678839465510,2906361698808150,2831735060266670,2904862063727920,2849608769552140,2856192486340150,2901755376174470,2906682001954410,2872893145322660,2888734577655020,2879846968987490,2899495134493120,2904569954287580,2897288241472180,2894949017237820,2893279387162940,2889864784060620,2904463845386870,2902038240010660,2878868437121630,2894480065995580,2857868471134450,2898578913734900,2883348524821910,2869413892530060,2903520851662920,2866139577354580,2848719204826340,2854621500384220,2865171721880910,2878715465751700,2881414217283300,2891975313702910,2878038283354010,2892347316819720,2886136203159070,2889025441659910,2886975644616910,2900169677706120,2893276556938330,2875318184485100,2894789013198470,2875967053456360,2894825075708110,2879725670605340,2893779163980330,2885051846077140,2886631899867380,2897003477991800,2887985453027730
2068,2889418839594380,2832862076895850,2901906389466340,2894690360607210,2881549043015730,2881604208017510,2897282193459190,2889413612484650,2889438571245350,2886969075287430,2857624553913990,2885443555106020,2859883915239770,2850881577225800,2906276918855200,2850102239444580,2893278458366480,2861791012275370,2822339326613060,2891859079633880,2896482108760860,2879451744250940,2898343885276460,2905901904447320,2906565252362590,2830714221315700,2905041910488010,2848934203868940,2855615151066200,2901887014425030,2906907894589090,2872591264202570,2888646530751850,2879572875519910,2899594403401380,2904756506888160,2897347990631650,2894990406033590,2893294910954440,2889809531240450,2904645882234650,2902189603596730,2878625278626690,2894511478030250,2857305206117470,2898687265852710,2883169098356540,2869001577837250,2903679935634110,2865730999490280,2847938629770580,2853968574974730,2864720186610580,2878501326159520,2881179320688590,2891954461552740,2877814789740880,2892316099945490,2885995682398140,2888984123137530,2886894240107250,2900274488528350,2893261753494880,2875027874385620,2894817518451550,2875650815182760,2894844851811140,2879486339261190,2893795934521460,2884896059881690,2886523337713050,2897065603184560,2887900341646310
2069,2889352786208700,2831843343547430,2902053195181710,2894691449166910,2881397314275280,2881414037994960,2897341431392190,2889347514405420,2889374095571570,2886901336111610,2856981562496140,2885267610023870,2859280565749660,2850143830960800,2906479370158120,2849346411953360,2893311754220080,2861327173453250,2821195568569680,2891842419576410,2896560240924130,2879263464265770,2898436696956920,2906129036503920,2906768676052910,2829693912205950,2905221652906910,2848259173173020,2855039254526550,2902018963119540,2907133804298540,2872290232611450,2888556822820450,2879293080513210,2899693623857790,2904943212655620,2897408039923450,2895031803782820,2893309407185410,2889754594095990,2904827865159270,2902343047957950,2878380547808270,2894543674538580,2856743222969550,2898793624605720,2882989582100610,2868590503929950,2903840891139980,2865323243149020,2847157926444070,2853320398105850,2864269087393050,2878288058850270,2880944861536970,2891928853689980,2877589770496120,2892284785299270,2885854923882660,2888943485908490,2886813411660300,2900381340906940,2893243023968060,2874737446994230,2894844228714660,2875334880407360,2894866655239480,2879247099588820,2893813023148010,2884740268074200,2886414931991780,2897127997063440,2887817122422610
2070,2889288462894230,2830826682526030,2902199981459300,2894694250605150,2881246079198340,2881224226245950,2897400315649730,2889283116681370,2889308411426390,2886833868391080,2856337236721040,2885089790327790,2858677417435560,2849405862445430,2906683785058460,2848589421259500,2893346401732310,2860866725414240,2820053423801160,2891827327743040,2896639871345040,2879076180733070,2898525345569540,2906355463851140,2906972134929290,2828674233962090,2905401477167120,2847585676395660,2854463796510690,2902150998620130,2907359792685330,2871990036859760,2888467143655990,2879017939947250,2899793974851830,2905130392038280,2897468081174440,2895073780473760,2893324493094350,2889702153391320,2905009921046080,2902494894985250,2878138190430970,2894575901988490,2856182102367100,2898900466637710,2882810099571540,2868180354299430,2904000072838350,2864916952051050,2846377637226490,2852672577369060,2863818692409540,2878079578568560,2880707399354540,2891903391183500,2877365408428450,2892253290442140,2885714737634040,2888903673410990,2886733379280870,2900486334276870,2893224152247960,2874447909714510,2894871169072140,2875019102306300,2894886879395640,2879008504386260,2893830491438960,2884584484152860,2886308282464450,2897190585795960,2887732628985490
2071,2889222914919010,2829809823851130,2902351014009500,2894695448876250,2881095800631700,2881034552916230,2897459308307260,2889217604341260,2889246579726550,2886770017564590,2855691110017650,2884914762243820,2858075026303290,2848668917962690,2906886323499030,2847832834523400,2893380969992990,2860405014791070,2818912715705780,2891812440916310,2896719070895200,2878889624859470,2898615381256330,2906579640039410,2907177738732640,2827655384581520,2905584864729050,2846915646317830,2853889743543680,2902282957916550,2907587793471770,2871690517555800,2888378299532860,2878741658663070,2899894672905800,2905318415705690,2897531058423090,2895116243139130,2893342081962320,2889647704869560,2905192201198640,2902649650679080,2877894303170600,2894609930041660,2855621501761700,2899008617165660,2882632293546140,2867770372065380,2904159299707230,2864510936012830,2845596851295780,2852024982308370,2863369599025770,2877867794359970,2880473214766880,2891877924637810,2877141638986040,2892222032612220,2885573246628290,2888864310123000,2886653954994660,2900593250744480,2893205401014200,2874158779682390,2894902588222380,2874703479997780,2894907127187140,2878769474121000,2893848397624580,2884428803357210,2886200579049970,2897253375864780,2887648560152310
2072,2889161331987130,2828793777426250,2902498477741240,2894696345893030,2880946017423490,2880847691604740,2897518447913530,2889155808603600,2889181133823870,2886703826850430,2855048507122710,2884739203389780,2857469563259120,2847932346850490,2907088844820400,2847076908112450,2893416149160860,2859944698230930,2817773285467890,2891797346158820,2896800793683250,2878704687714700,2898707484153390,2906804973084040,2907381134520660,2826637642950970,2905766253281820,2846247846418930,2853318161822570,2902417009794060,2907816237028350,2871394529962770,2888288705514430,2878466156908460,2899996414057410,2905506266548480,2897591719403150,2895160428519970,2893357890955440,2889593467975400,2905376576912320,2902803906526400,2877652705274880,2894642805224840,2855062004714520,2899116234628560,2882452984561280,2867363405614390,2904318934405740,2864104766310810,2844816973829470,2851378005566590,2862920804356930,2877656589531480,2880238372360540,2891852512706020,2876918415643390,2892190763129950,2885432629056060,2888830315662870,2886574682957760,2900702112095640,2893186620437460,2873869579597520,2894930271208230,2874388270675930,2894927547684730,2878530607402820,2893868891562320,2884273062574160,2886092783239380,2897316323389150,2887568298514710
2073,2889095965578540,2827778456474270,2902645889491020,2894697835235280,2880796948751510,2880658554015570,2897577816801340,2889090403972820,2889115826094240,2886638254509620,2854404709470590,2884561574991500,2856865847284500,2847195683980860,2907293898781440,2846321458282590,2893451833409410,2859485464724360,2816635189773140,2891782598320960,2896881081517920,2878519515103620,2898797636873770,2907031756553810,2907584682997080,2825621287534480,2905947947960990,2845580675043040,2852746041330540,2902550368700580,2908045606247380,2871097388469210,2888199768972560,2878190171881140,2900098475107660,2905697209821310,2897654523680190,2895206599004970,2893373915316400,2889541374081610,2905559313532630,2902957628953480,2877411282728230,2894676113217900,2854502605841800,2899226216129910,2882273695851020,2866955225191100,2904480244665170,2863700371452480,2844037323466410,2850731503519110,2862473047868410,2877445521355280,2880003662129440,2891827259453640,2876699776201070,2892159559054390,2885292081164240,2888792014287510,2886495976185780,2900807333228800,2893169287778100,2873581510920010,2894959280765490,2874072919588670,2894948181514110,2878291970934540,2893891056145890,2884120931141880,2885989233645700,2897381874049380,2887486879713970
2074,2889030705015310,2826763471886080,2902796903675220,2894700243351600,2880648615035910,2880471064703510,2897638719018410,2889025099315010,2889050322082850,2886574768379460,2853761146840290,2884385522503510,2856263728581520,2846459375325320,2907496616932920,2845565962202400,2893488769366610,2859028573952970,2815498292111290,2891770165871220,2896961867386930,2878336509311260,2898888081675320,2907257058884820,2907790180578330,2824606587052920,2906127680278300,2844913441608340,2852172228101470,2902684504953770,2908273716871280,2870800289199110,2888110265576040,2877913937247270,2900198765152200,2905884994052560,2897715144236170,2895251673490740,2893390367333010,2889487707078880,2905744383739950,2903111018529730,2877169571963210,2894712125311850,2853945838280070,2899334735285650,2882095322214360,2866547704309880,2904639786427690,2863296642645570,2843257559001320,2850085505806590,2862025977176450,2877235536958250,2879768381996010,2891802142807710,2876477820052600,2892128553758060,2885151335904770,2888754302635460,2886418190493020,2900912535209590,2893151126095040,2873292080601080,2894988086517640,2873757370739900,2894969844246000,2878053254247640,2893909693642110,2883965350332480,2885884503438870,2897445227912220,2887403412215250
