"time","A0000","A0001","A0002","A0003","A0004","A0005","A0006","A0007","A0008","A1000","A1001","A1002","A1003","A1004","A1005","A1006","A1007","A1008","A1009","A1010","A1011","A1012","A1013","A1014","A1015","A1016","A1017","A1018","A1019","A1020","A1021","A1022","A1023","A1024","A1025","A1026","A1027","A1028","A1029","A1030","A1031","A1032","A1033","A1034","A1035","A1036","A1037","A1038","A1039","A1040","A1041","A1042","A1043","A1044","A1045","A1046","A1047","A1048","A1049","A1050","A1051","A1052","A1053","A1054","A1055","A1056","A1057","A1058","A1059","A1060","A1061","A1062","A1063"
2075,2888968031972210,2825749473199640,2902945102157540,2894700879985560,2880501556684520,2880282496721680,2897697992579880,2888962413875990,2888987724764290,2886511271680550,2853118315812700,2884208790659280,2855658053107170,2845721729010730,2907699709972370,2844810123945960,2893525446336770,2858571359326830,2814363121888960,2891755828339490,2897043802790570,2878152552460260,2898979348158050,2907482917981050,2907994617026010,2823593503566120,2906307396075300,2844249452927810,2851601805529330,2902816654208590,2908501127604350,2870503870491800,2888021180277310,2877636931914030,2900299369710120,2906077861024760,2897776368994160,2895296062880290,2893407192062160,2889435597797140,2905928178798280,2903264189942120,2876928062007450,2894746101815210,2853390099314760,2899444002478100,2881916239631620,2866140486797130,2904800541100070,2862894262816970,2842478458509220,2849440668796330,2861578153169140,2877025533667010,2879531003261350,2891779608165740,2876257231263930,2892097337408730,2885010439393280,2888717705802900,2886341226549810,2901017942285790,2893132113593000,2873005772178740,2895016844477620,2873441032148050,2894991407617120,2877814074480460,2893928612455680,2883811565400110,2885777698813430,2897509165110580,2887320220580120
2076,2888902898645980,2824736238317450,2903093638569540,2894701334246570,2880354925636810,2880094256108360,2897757363567670,2888897579231150,2888922964540860,2886447750720240,2852473233978430,2884031402900170,2855052668645640,2844986999530830,2907902610032420,2844054126314300,2893562843490990,2858113839544750,2813229408839290,2891741723744880,2897126031279890,2877970111773860,2899070466722930,2907709622087700,2908197829462300,2822581921068280,2906487157398790,2843586767457400,2851032091352800,2902949148868300,2908728539300870,2870208394349140,2887931793669980,2877358918669260,2900403103136690,2906266467480090,2897840618453080,2895341260911920,2893428373844510,2889384604156930,2906111706950490,2903419444709980,2876686639533600,2894780259951250,2852835863541970,2899554232410660,2881737464480170,2865733585706840,2904960097187780,2862494114119640,2841699675369610,2848795752924980,2861132135185210,2876817011201540,2879293401186540,2891755706234810,2876036436606230,2892066127691270,2884869357951270,2888681450264820,2886263855603490,2901123389999450,2893113056740920,2872720567994090,2895045216145110,2873123180503090,2895014874360210,2877580968615720,2893948104801310,2883655800549900,2885671143352390,2897574279166220,2887237185791620
2077,2888838267247080,2823723814014490,2903243230139650,2894701983862880,2880212686652020,2879906212230600,2897816903849330,2888833122824390,2888858322709940,2886387921437170,2851831421627550,2883849856679480,2854449665748470,2844252472960600,2908106259502970,2843298276150680,2893603032127270,2857658514276080,2812097273317660,2891728070018080,2897212052479520,2877788359348010,2899163360926640,2907936143421730,2908401175194060,2821571692817320,2906666999195440,2842925287690720,2850463091364290,2903081967666950,2908957844091260,2869913408224820,2887842535422790,2877079832751030,2900503966126630,2906455050255780,2897901579625380,2895387004952010,2893446143837060,2889331889137170,2906298524189330,2903573149630930,2876445800468260,2894814805293310,2852282398032740,2899665026058100,2881558633520860,2865325474197620,2905119983237510,2862093591946780,2840921711585940,2848151518638070,2860686487485730,2876607403745520,2879057584058650,2891731665626760,2875816254950270,2892034978510610,2884728449562490,2888646112902380,2886188024749750,2901228771058760,2893094282391520,2872434671598140,2895076429090270,2872807392299160,2895035931690490,2877342532969150,2893967661531670,2883500931129370,2885565249757530,2897638826126080,2887155021950640
2078,2888775115255190,2822712299332620,2903393517397160,2894702568637800,2880067301771180,2879718896184680,2897876529418490,2888769952679350,2888795203721070,2886325582308200,2851189933601770,2883672308946980,2853846267974590,2843519510106150,2908309065132780,2842542386014720,2893642742342040,2857203673874890,2810966549746340,2891714484727820,2897295912738230,2877606946097810,2899255287160990,2908163131174370,2908604426349650,2820562652300150,2906847901590090,2842264497391750,2849894970697630,2903214391731250,2909188075617030,2869619044069990,2887753230176170,2876801584127470,2900604837006080,2906645227493270,2897965501276050,2895434353534330,2893465571367500,2889279353199460,2906481818511460,2903730200579280,2876205854633600,2894849766293300,2851726942606290,2899777689288270,2881379856947670,2864918050902520,2905279596423580,2861695385949360,2840144530477640,2847508113531720,2860242213875890,2876404136172230,2878822293502810,2891707321790100,2875596921996210,2892003771044800,2884591393696350,2888610475695900,2886111666616310,2901334239883680,2893075502441460,2872151611064810,2895105477099440,2872492255395720,2895057473739490,2877104477589060,2893988006652450,2883345229896740,2885459008167480,2897704048913310,2887072534196770
2079,2888710837932300,2821701714362060,2903542993507680,2894702694077630,2879923567576230,2879531398937310,2897942598372380,2888705344431270,2888730958210940,2886263829845110,2850548699291240,2883495269568300,2853243181447060,2842785424556430,2908512045619660,2841787103924500,2893682152851560,2856750710709060,2809837727723590,2891701284740240,2897379262172290,2877423793058040,2899347443694030,2908394802930200,2908807639925940,2819554702775520,2907027645137820,2841603389515140,2849328089867100,2903350247586250,2909416727521690,2869327195800450,2887666618151470,2876523720220790,2900705876892510,2906834261028090,2898026819275860,2895480446730480,2893483689835170,2889226975037790,2906668258432690,2903884472442860,2875966235078470,2894884853361750,2851174739754100,2899888673075660,2881203587209690,2864511377932440,2905441767781460,2861296516639860,2839368263667600,2846867035844550,2859798934679850,2876197627852770,2878587661756740,2891682985327670,2875377959907970,2891974248047940,2884452081160350,2888575541152650,2886035675956690,2901440586003710,2893056260733000,2871866542379150,2895134714010520,2872177202711870,2895079999076900,2876867496458210,2894008222418520,2883189540064140,2885354097272710,2897768553298450,2886991269101400
2080,2888646837253170,2820692109621060,2903692619072970,2894702678015110,2879779616361340,2879345209156990,2898002435029280,2888641304270500,2888666981553910,2886202607881220,2849906501703680,2883317711534600,2852638377789570,2842051594629240,2908715510824900,2841032062248550,2893721582791010,2856298097295370,2808710567898920,2891688351690220,2897463111729570,2877244035314290,2899439694952220,2908622883589670,2909011296987180,2818547748811430,2907207320453520,2840944397556500,2848762072999570,2903485626826820,2909645172787570,2869034307744790,2887577481189310,2876245815996130,2900808606523790,2907024820814590,2898088388324130,2895526885791870,2893502251541480,2889177228004500,2906851963768000,2904039038816820,2875726966223730,2894924264428250,2850622750784830,2899999653833750,2881024838640870,2864105703670690,2905601343180200,2860898833675240,2838592407922340,2846225724260300,2859358144347620,2875991224447940,2878349247243560,2891659177181710,2875160331096690,2891943153868630,2884312010587230,2888541963768490,2885960144808430,2901549364176770,2893037301081330,2871582483813970,2895164153157580,2871862176408240,2895103518387560,2876629266559340,2894029601913720,2883034298038450,2885248334637740,2897835125288560,2886909563700070
2081,2888582887552600,2819683569138040,2903842437216860,2894702556782540,2879636272164300,2879158178585180,2898062305684860,2888577341158160,2888603103363930,2886141998403820,2849264579348670,2883139781360250,2852032856468550,2841318001436870,2908920419183600,2840277612585770,2893761461928220,2855846120737180,2807585094709120,2891675907555620,2897547566356690,2877064928387730,2899532259475230,2908850871222560,2909216460136690,2817541858253610,2907387483054110,2840286133889960,2848196956891090,2903618718793950,2909873829920280,2868741901337910,2887488340659890,2875967221727330,2900910006455100,2907214134350370,2898149974856090,2895573896800130,2893521082423460,2889125388651330,2907035860791270,2904194281448980,2875488070095290,2894960855550410,2850071715536500,2900111040209830,2880846634721830,2863699017520350,2905763500162380,2860501411330940,2837816510567280,2845585391747290,2858915471275230,2875786295656550,2878114067749950,2891635473837430,2874942688190480,2891915990519840,2884171195102900,2888508024979310,2885885465729780,2901654881945960,2893017942836210,2871296148305190,2895193917265940,2871547449236980,2895125028092880,2876390179445930,2894051114782330,2882878648347460,2885143022373470,2897899904873240,2886827950599500
2082,2888519051389850,2818676059675390,2903992583624460,2894702308768790,2879493773631040,2878971303798990,2898122218845880,2888513461629460,2888539541652280,2886081891194310,2848623339314800,2882961232354000,2851430306754680,2840584549880560,2909125948279670,2839523224722020,2893805027640400,2855395193380300,2806461291330310,2891663541751420,2897632601979030,2876885576964240,2899625045930020,2909079064436270,2909419554015960,2816537026718910,2907567080693540,2839628458300150,2847632738226530,2903751523460600,2910102636014980,2868450451500230,2887399764716090,2875688504275820,2901011590032440,2907403628941620,2898211684894950,2895621205773730,2893542019109030,2889074155285270,2907219875390090,2904349397385870,2875249556525940,2894996882225870,2849521142649250,2900222724141900,2880667225340770,2863290771059160,2905924024578820,2860104891734200,2837040461371860,2844945587404670,2858473849072230,2875581658164200,2877876190914330,2891612350211100,2874725397954720,2891884812255480,2884029851016130,2888474451089760,2885810504767240,2901760444186030,2892998527459370,2871012005462330,2895223884374690,2871233273245350,2895149348762070,2876155110383640,2894072273476210,2882723151780560,2885038338084010,2897964824166290,2886746685070890
2083,2888456314667500,2817669669226610,2904142732864580,2894701988145920,2879352879684540,2878784606304330,2898183601422580,2888450654811230,2888477127139940,2886022970957530,2847981511429770,2882782768562680,2850827075018510,2839850764625330,2909329989185860,2838769276162520,2893845922102620,2854949916848190,2805339190334620,2891652987414380,2897717727822980,2876707305657960,2899718004570180,2909307622976260,2909625197955520,2815533186453230,2907749264849910,2838971278297340,2847069511610750,2903884518878310,2910331639451500,2868159581139730,2887310701535110,2875409494423760,2901113141327840,2907593148175320,2898273495073950,2895668618766920,2893561936466790,2889022914706380,2907403885966810,2904504894957410,2875010616823230,2895033175664250,2848971461930600,2900334656607090,2880488814642610,2862887317772710,2906086896678040,2859709398499520,2836264402771320,2844305993929820,2858035781929000,2875378529793990,2877640692552930,2891588563551900,2874508677852330,2891854272858650,2883889120988190,2888441359050050,2885736335993340,2901866014525840,2892979042522590,2870726371761590,2895254142376100,2870918230641330,2895171485349480,2875918319680530,2894093738396550,2882567504967030,2884933436518960,2898029993065900,2886666206537880
2084,2888393637478420,2816664406004130,2904293170423290,2894701667920470,2879211595447940,2878598256395820,2898243697745430,2888387965305370,2888414095225290,2885964127680300,2847337964486180,2882603956756810,2850220537642470,2839118209930450,2909535956560520,2838015504466850,2893887336110260,2854501227979160,2804218739247870,2891641072199220,2897803216877390,2876530557495460,2899811199798290,2909536453024970,2909829742299060,2814530693137520,2907928883854260,2838316311510700,2846507464876620,2904017461126990,2910560701074660,2867869458104810,2887221679797180,2875129201919290,2901214877997980,2907782866702470,2898335741380190,2895717171087660,2893581746237280,2888971917317060,2907588068452480,2904660294652130,2874772066780360,2895070787895970,2848422652055120,2900447067193520,2880310603407470,2862481829525700,2906246749614320,2859315544386350,2835488568813190,2843665991154560,2857595087109020,2875175782046220,2877408886489490,2891564990352470,2874292489898550,2891823308699940,2883748851593780,2888409042312990,2885662725463460,2901971649714890,2892962153524140,2870444100469130,2895284570349260,2870604300712690,2895193533906250,2875681619025410,2894115097412310,2882414520538180,2884829521757560,2898097969072710,2886585515722500
2085,2888330369068250,2815660338497230,2904443704687020,2894701119925930,2879071064628830,2878412325645900,2898303868619240,2888324628130660,2888350705350180,2885905702138650,2846697523415040,2882424999182720,2849618647695170,2838385685407260,2909739064679450,2837261931394410,2893929241836440,2854052281276320,2803099961548050,2891630851134280,2897889255934270,2876357851697670,2899905491740210,2909765694712220,2910035739657030,2813529607433150,2908108490928170,2837662280105030,2845946056884030,2904150556487040,2910791454581050,2867580096807250,2887135563070620,2874849648641580,2901316607765790,2907972633841810,2898397865242680,2895765483205910,2893601963323790,2888921078938480,2907772434927430,2904816005144920,2874535800524410,2895108674928960,2847874093156090,2900559706442000,2880132338844070,2862078514580220,2906406721001650,2858921842188450,2834713337792350,2843027184939970,2857152495566440,2874972621096600,2877173123263190,2891541484847510,2874077023932790,2891794800808380,2883608004701730,2888376764600870,2885589550260600,2902078414480910,2892942861567870,2870162641120680,2895315145755390,2870286058660150,2895215724662680,2875444954890450,2894136668883120,2882259202309450,2884725191528480,2898163633670920,2886504742558010
2086,2888267130770490,2814657434219850,2904595210413240,2894703079172890,2878931118643500,2878226430608080,2898364122930250,2888261509506360,2888287576380640,2885847712761530,2846057401901890,2882245708000410,2849017160173300,2837653234319900,2909942153995500,2836508427589710,2893971823601540,2853605461413270,2801982857777710,2891619892262880,2897978138398610,2876182386067560,2899999207092400,2909996607721780,2910238871088380,2812529664012120,2908289040577920,2837009205966600,2845385458722510,2904283737669810,2911020923478010,2867291530054900,2887047113902480,2874569964339180,2901418493107040,2908162758590680,2898460130729110,2895814018642360,2893622680224370,2888870343570950,2907956881572220,2904972110416870,2874296699160910,2895145921065180,2847326209357010,2900672666283140,2879954865205660,2861675409433850,2906566576970820,2858532909774970,2833938553518620,2842388585093190,2856712804105180,2874770338213150,2876937523076120,2891518079354890,2873862019298040,2891764146245210,2883467497731380,2888345043876690,2885516740570950,2902184036837880,2892923342345080,2869877335090740,2895345821105810,2869972328047930,2895238187319630,2875208666957440,2894158515486610,2882103932879080,2884620952866240,2898229776734250,2886424233644540
2087,2888204126586200,2813655694155000,2904746338752010,2894702516357930,2878791872768590,2878040904861450,2898424935669380,2888198454306190,2888224701244760,2885791947391430,2845417109102230,2882063941156330,2848414705899090,2836921383135420,2910145309729050,2835755388505220,2894015145549720,2853159590589910,2800867571957820,2891608955723820,2898064878128560,2876004859874790,2900093148262030,2910226269861030,2910442493033810,2811531043369530,2908469551269720,2836357143444960,2844825748510470,2904417118089440,2911250555048310,2867003511505170,2886958340269850,2874289445553340,2901521225982720,2908353286045250,2898522360452340,2895862960869300,2893643456623060,2888819819932660,2908141445371480,2905129698343860,2874058663316110,2895183574528400,2846780604036840,2900785982220190,2879776738957440,2861273288654530,2906726435459020,2858141667372450,2833164361923290,2841750419331080,2856273853155800,2874568470140880,2876701335415800,2891495087667040,2873647482889190,2891733370172950,2883328961762930,2888313772313570,2885444370851330,2902289658825170,2892903756354390,2869595413645240,2895376982658840,2869658062742060,2895261043066890,2874972503770490,2894180604885280,2881948510907200,2884517027905440,2898295905589070,2886343842060820
2088,2888141237789680,2812655200994680,2904897721516940,2894701822943150,2878653331684110,2877855609570210,2898485197833800,2888135561260690,2888161961578850,2885735066745010,2844776744569030,2881883950531470,2847812295686910,2836189898958290,2910348526196490,2835002676007240,2894058431236700,2852715909118900,2799754064726460,2891598371270930,2898152311789390,2875830441555400,2900187464561720,2910456293506320,2910645725515000,2810533589377540,2908649143064950,2835703747662140,2844266729043850,2904550422334020,2911480342809760,2866716217146430,2886871876974800,2874009494443480,2901623472469590,2908544281471060,2898584672673290,2895912494065270,2893664588583610,2888769533924090,2908326219590260,2905285853479470,2873827782731640,2895221416744870,2846234269684060,2900901905753870,2879598742414310,2860869588458930,2906886462527160,2857749029207570,2832390773032830,2841112808516960,2855836503520380,2874366806316950,2876465562861240,2891472010251380,2873433609497440,2891703023353380,2883188319937210,2888282968920660,2885374740868520,2902395320595980,2892885118816520,2869314197006490,2895408792745200,2869345132877540,2895283793111160,2874736382998400,2894202909922520,2881791932761640,2884413185948320,2898362027219060,2886263657006120
2089,2888078484354180,2811655928005820,2905049295255250,2894701994108920,2878515456900740,2877670529310190,2898546799632760,2888072775639530,2888099216291510,2885678734750730,2844138506131230,2881708275927580,2847210589659980,2835458911055790,2910551784337850,2834250377154960,2894102003823200,2852272063885340,2798642082322270,2891588301382030,2898239836960970,2875656686699430,2900281893216840,2910686560699610,2910848833964050,2809537647154780,2908833589159650,2835054158545270,2843708653930210,2904683672583940,2911710081900170,2866429476993620,2886783284934640,2873733237099630,2901725710829440,2908734952758690,2898647096589940,2895962287142820,2893685945083570,2888720136412270,2908510902313800,2905443007154330,2873591173406890,2895259508062900,2845688770694720,2901016026636190,2879420793280190,2860467894634150,2907046355642440,2857357684168580,2831617781211200,2840475895160380,2855396704899460,2874165862012460,2876230640829500,2891449073388040,2873220342134730,2891672537136650,2883047842465090,2888252723618880,2885306074612760,2902501130657640,2892865576337240,2869033226126770,2895441978461560,2869032373944910,2895306460438590,2874500415049280,2894225471560870,2881636683431820,2884309599478130,2898428203631930,2886183692722590
2090,2888015881798830,2810657978704680,2905201107591720,2894701077891790,2878378295160620,2877485728938340,2898607357573780,2888010182068290,2888036724349710,2885623354598440,2843498435300910,2881527425374550,2846606638885650,2834728548986670,2910754960671850,2833498702412800,2894145964739190,2851829861562210,2797531820155700,2891578192797490,2898327915484080,2875485142352240,2900376782304800,2910917936000330,2911051946459460,2808543078869710,2909013285149740,2834405685466020,2843151284873150,2904816867454760,2911940904404770,2866143771420210,2886694650093040,2873452514749270,2901828260966550,2908925594810560,2898710329234070,2896012220271510,2893707587819900,2888670218448140,2908697219953490,2905599772187970,2873354253372030,2895298251984510,2845143934800820,2901130481357770,2879242894831500,2860065225888460,2907206257803150,2856968992349460,2830845220778020,2839839825375560,2854960482077080,2873965314962270,2875994642631130,2891426349153950,2873007960469010,2891641959046280,2882907343609120,2888222799620620,2885235006789170,2902606861632720,2892845986504350,2868752763357220,2895473630498080,2868719563926410,2895329191618260,2874264475924040,2894248327538310,2881481468022970,2884206124035600,2898494483118850,2886103897695310
2091,2887953634001890,2809661413442600,2905352981456740,2894700111257270,2878241651312270,2877301271220620,2898668132160030,2887947819747910,2887974311395160,2885567802726120,2842858445007880,2881348037465360,2846005734664040,2833998586462670,2910958209974940,2832747350782010,2894190427385850,2851388038281130,2796423313394470,2891568380548220,2898416316279800,2875312197130140,2900472077988980,2911148800777480,2911254992206140,2807549703291150,2909193098532870,2833758330147450,2842594705587580,2904950265162360,2912171409554240,2865858120727110,2886606049985130,2873169602499550,2901930943348680,2909116658087160,2898774768091890,2896062862770510,2893729436619930,2888620527098290,2908881969246720,2905756915200760,2873117650315340,2895337117159490,2844600076218310,2901245305795030,2879065271952560,2859664445270540,2907366218089620,2856581571382610,2830073085604370,2839204460825310,2854524370083910,2873765116162200,2875758362821500,2891403672526290,2872795990004390,2891611208705930,2882767147195730,2888193299928370,2885164255058150,2902712577562120,2892826364374450,2868471351574190,2895505331786330,2868411410457580,2895352055222260,2874028751974600,2894271475357010,2881327160313670,2884102982501940,2898560950612130,2886024425463870
2092,2887891384560210,2808666016228750,2905505258505700,2894701986418040,2878105618282540,2877116795531260,2898728925517690,2887885612529570,2887912142245680,2885512700833270,2842217817143680,2881166952660520,2845408909416220,2833268773006470,2911161395825440,2831996508630910,2894235144390740,2850947486612150,2795316486809660,2891559033894710,2898505114854250,2875137750728250,2900567167810440,2911380085726190,2911457958984390,2806557951114850,2909372884380190,2833111990077050,2842039007124810,2905086503923690,2912401797161060,2865573779549810,2886517494083310,2872890017361930,2902033602968920,2909307779470340,2898837657589270,2896113460813980,2893751784442330,2888571115772040,2909067564481290,2905914009825480,2872881546744700,2895376282647150,2844056896470280,2901360309800060,2878887971535740,2859263983449350,2907526224016580,2856195962230470,2829301321191910,2838569736932190,2854088762795040,2873565501903500,2875522406862680,2891381196349560,2872584298142270,2891580743845910,2882626701342650,2888164270152430,2885094876543880,2902821189167040,2892806703705770,2868192478527540,2895537239024700,2868099289277410,2895374939169010,2873794244318340,2894294779797890,2881172146944400,2884000120248060,2898627560789710,2885945186769990
2093,2887829349713950,2807671908819110,2905657577271720,2894700892789990,2877970382778640,2876932570147250,2898789823232530,2887823637378000,2887850109151130,2885458063100700,2841577916412120,2880986173419110,2844807950629500,2832538877977000,2911364632407220,2831246340447760,2894280625527450,2850506624789780,2794211433534570,2891549662459300,2898594156553830,2874966203751820,2900663275051310,2911611665629270,2911661062903500,2805567573157390,2909552570920650,2832466842733640,2841483818389930,2905219952586510,2912632395648720,2865290008212580,2886428883245340,2872609823397980,2902136453862980,2909498851102920,2898900470513250,2896164222218560,2893774347480750,2888521867285190,2909252478048090,2906071366097200,2872646672356160,2895415677065200,2843514382983250,2901475710326750,2878710392888940,2858863919894740,2907686230507000,2855809969060290,2828529954647210,2837935702792560,2853654027926470,2873366304856270,2875284400622790,2891361984549890,2872373213804300,2891550285288510,2882486211295880,2888135584099000,2885024919819920,2902927073203380,2892786997808700,2867913301773290,2895569284651680,2867787297911260,2895398668313670,2873558801226750,2894318297861950,2881017189765650,2883897342627200,2898695039761370,2885866141533840
2094,2887767309691700,2806679114728770,2905811293335170,2894699204156060,2877835624383720,2876748898172390,2898850813687450,2887761671074240,2887788218308210,2885403783502070,2840938371871190,2880805288627240,2844208468883910,2831810049741820,2911567817151560,2830496590020810,2894328462428020,2850067318547140,2793108183102900,2891540499364220,2898684069874930,2874795597000450,2900758951533440,2911843325479390,2911864097318570,2804578552425590,2909732206712600,2831824992340210,2840929371907390,2905353423765760,2912863032885130,2865007016116210,2886340346646200,2872329282005040,2902239821582440,2909690027124370,2898963454767080,2896215427052830,2893797229303060,2888472877387060,2909437423083920,2906228885602990,2872411224143360,2895455279796550,2842972682528660,2901592206918420,2878533032755230,2858468342110810,2907846172273610,2855424754481110,2827758959328740,2837302260366270,2853219584865790,2873167622811060,2875048032182450,2891339995950020,2872162558314790,2891519438702620,2882345758908190,2888107359288930,2884955312887000,2903033011875120,2892767648446210,2867632696795130,2895601709313870,2867475349683310,2895421880084430,2873323395117690,2894342127332380,2880862301954340,2883794950421720,2898762023787560,2885787365934970
2095,2887705713113010,2805687572454370,2905964069359310,2894698006870410,2877701476342490,2876568418845440,2898911861527620,2887700129457770,2887726720411380,2885350104375750,2840298893163670,2880624365580640,2843608449332800,2831080268270470,2911771071967190,2829747480486890,2894374603737100,2849629395558640,2792006681510870,2891531706399500,2898773760258780,2874625592900990,2900854787316680,2912075430516250,2912066974605720,2803590941427650,2909911827046920,2831181980500870,2840377389975020,2905486947014360,2913093992262290,2864724055888120,2886252578622580,2872047315254040,2902343036416870,2909881408096150,2899026422517510,2896267259362730,2893820427189380,2888424433897600,2909622526258220,2906386587989560,2872176341408880,2895495148478960,2842431620055620,2901708532725340,2878355691205150,2858069112172250,2908006907728530,2855040156382440,2826988447263970,2836669281617200,2852785581052140,2872969369326000,2874812125501470,2891317909369360,2871952827826170,2891489755880280,2882206083810040,2888085908288880,2884886044249330,2903141214158880,2892747882782940,2867354311869120,2895634546612280,2867163599397200,2895445105479280,2873088117547010,2894366071817530,2880707417427420,2883692916519420,2898829066456600,2885708716834950
2096,2887644104152350,2804697413186450,2906116931132250,2894696679792550,2877567733607630,2876384888627880,2898973123087490,2887638468479910,2887665057302200,2885297347913570,2839659545949670,2880444367728020,2843008450501670,2830350742769470,2911975017395850,2828999019437470,2894420919391020,2849191598890430,2790906919803380,2891523037880720,2898863746877020,2874454297374030,2900951392630580,2912307474826440,2912269878332210,2802604686611210,2910091491559650,2830544152990140,2839824590820560,2905620464611320,2913325009120070,2864442090252510,2886164223825740,2871766788064070,2902446182097750,2910073369281420,2899090322168800,2896319294930670,2893844201552590,2888377720102720,2909807566360260,2906544409016800,2871939243016640,2895535324889240,2841891192817350,2901824560406770,2878178457203580,2857669881163460,2908167014384890,2854656051360070,2826220067267290,2836036841552810,2852351427747600,2872771591891290,2874575443500400,2891298249286780,2871743248560010,2891459458621430,2882065587083170,2888058616468620,2884817180448520,2903247239508010,2892731245373500,2867076420333680,2895667494142860,2866852640604070,2895468360196980,2872852292815250,2894390381930430,2880552798779420,2883590018502300,2898896371467010,2885630522574910
2097,2887582569559070,2803708575384260,2906270034288120,2894695822359050,2877434467455870,2876201646538820,2899034458142320,2887576812110250,2887603590998350,2885244367368100,2839020602102940,2880263633727270,2842409393246090,2829623436794750,2912178257298620,2828251167277780,2894466946779390,2848755159443890,2789809202376350,2891515074419300,2898954118555130,2874283005405820,2901047817350630,2912540108404810,2912473494452020,2801619784398030,2910271069524640,2829902685069510,2839272628851550,2905754000913880,2913556231653290,2864160763214130,2886076218362360,2871484293078290,2902549358041500,2910264880317990,2899153636511240,2896371297559670,2893868037568770,2888329293886060,2909992829310950,2906703210349970,2871704875911340,2895575665736930,2841350907808390,2901940939493060,2878001344225830,2857271903491340,2908327010838460,2854272584477820,2825450568043980,2835404847061380,2851919506555040,2872574300320000,2874337714882150,2891276393868250,2871534034674560,2891429045511040,2881924464851910,2888031693417980,2884749119011840,2903353198844720,2892711465269720,2866798137927080,2895700206464880,2866540058967590,2895491722339750,2872617415232800,2894417937380090,2880398039350560,2883488643145180,2898963825390190,2885552241234590
2098,2887521226199780,2802721065433730,2906423925595150,2894694387336220,2877301729058550,2876018919851740,2899095924733240,2887515489368590,2887542313862820,2885191398891060,2838381819562070,2880082338882200,2841810389074290,2828894690289340,2912381521536290,2827503920274550,2894513423685060,2848317817504360,2788713161746760,2891507039853250,2899045271149910,2874114698976250,2901144527706230,2912772610801590,2912676273481390,2800636289058240,2910450579662670,2829262753323090,2838721494539170,2905888108604530,2913787733193180,2863879912207030,2885987879050350,2871203703247500,2902653452731720,2910456523134070,2899216890882720,2896423691655710,2893892356765550,2888281295241320,2910178293995630,2906861402268560,2871470560887830,2895616292530760,2840811671070420,2902057728844800,2877824184299330,2856874861486640,2908489008769220,2853889445757590,2824681598100540,2834773312810490,2851487757842670,2872377961725880,2874104215636140,2891254668129440,2871325417875250,2891398719711910,2881784079788960,2888005209225130,2884681056698490,2903459310353220,2892691702611310,2866520720672170,2895733014260260,2866229318923060,2895515590169300,2872382598522510,2894442569782830,2880243273183180,2883387264809770,2899031309364410,2885474349723340
2099,2887460081507310,2801734894592310,2906577382932860,2894692715078330,2877169436674220,2875836745493250,2899157511877970,2887454324391160,2887481223225350,2885138789791580,2837743235374280,2879901580547520,2841211203821460,2828166384589160,2912586701375300,2826757344778940,2894560372697700,2847882880584000,2787618956498610,2891499042100890,2899136320393770,2873946469336180,2901241428516480,2913005447723180,2912880987869150,2799654130984160,2910630142911480,2828623624174620,2838171155605430,2906022191288700,2914019080138580,2863600025047010,2885899818820930,2870922524753610,2902757011780950,2910648562314830,2899280359950700,2896477398038280,2893916754324840,2888233185622740,2910364124758870,2907019764740470,2871236277081000,2895657145080810,2840273053502890,2902174494906340,2877647150652010,2856477794325810,2908649036858580,2853506877615310,2823913184781760,2834142290100830,2851055966355300,2872180788186310,2873868349005850,2891233726134720,2871117268670640,2891367907062840,2881643704868620,2887979130993750,2884613243580570,2903565442106610,2892671736276400,2866244457510450,2895766099879190,2865918939123790,2895541262535060,2872147205211030,2894468009993390,2880088599518750,2883286082983270,2899099336698040,2885396701929330
2100,2887399117152740,2800750091579380,2906731132947890,2894691132582960,2877037646384650,2875656657183880,2899219438879380,2887393363577060,2887420329831680,2885086464789070,2837104692487600,2879720466607880,2840610271920700,2827438492842630,2912789924986360,2826011393442940,2894607495403510,2847448995500750,2786526744248540,2891491264128220,2899227860950630,2873778816504950,2901338679201300,2913238530197480,2913083914130630,2798673343052710,2910810365205100,2827985429691330,2837621551903890,2906155815252670,2914250853397150,2863320362352500,2885811607176120,2870640804480560,2902861282953540,2910841263104400,2899343560226780,2896530524657150,2893941521818300,2888185286614290,2910549498394420,2907178196628560,2871002723009590,2895698386521640,2839734592819730,2902291667397440,2877474009867790,2856081086752980,2908809038448110,2853125052116340,2823145311638400,2833511942438880,2850624862069550,2871984785758160,2873631951363690,2891212678043190,2870909934393750,2891337542641460,2881503343002990,2887953761715050,2884545730428180,2903671553726090,2892652058053190,2865967830530770,2895799239569300,2865607760262930,2895564993090260,2871912712950430,2894493770289070,2879933893160980,2883185104478180,2899169221836630,2885319284149230
