time,A0000,A0001,A0002,A0003,A0004,A0005,A0006,A0007,A0008,A1000,A1001,A1002,A1003,A1004,A1005,A1006,A1007,A1008,A1009,A1010,A1011,A1012,A1013,A1014,A1015,A1016,A1017,A1018,A1019,A1020,A1021,A1022,A1023,A1024,A1025,A1026,A1027,A1028,A1029,A1030,A1031,A1032,A1033,A1034,A1035,A1036,A1037,A1038,A1039,A1040,A1041,A1042,A1043,A1044,A1045,A1046,A1047,A1048,A1049,A1050,A1051,A1052,A1053,A1054,A1055,A1056,A1057,A1058,A1059,A1060,A1061,A1062,A1063
2007,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820,2894238487549820
2008,2894190328072440,2893561291431420,2894350414062610,2894318252365060,2893914888310190,2894055573939600,2894325431605490,2894187960344270,2894202746026950,2894017727136910,2893920946003080,2894277245184420,2893928640846540,2893804712712040,2894466091116560,2893843125030740,2894125035320410,2893589689659740,2893262772477540,2894186221414600,2894188192911000,2893906309627800,2894302462232040,2894373066218560,2894478697930990,2893394445122600,2894465539973960,2893430417704630,2893576424605670,2894390815675130,2894442945069970,2893785411930290,2894205372468760,2894190409305020,2894340372196100,2894420151810580,2894323449363270,2894212460544020,2894184106798690,2894181570831520,2894422445548560,2894351101892990,2894041008529190,2894213523961580,2893650593641530,2894261166017540,2894124111764150,2893953470517300,2894430173481780,2893681238936980,2893763331575250,2893726840665860,2893765124628590,2893909227198820,2894177934908760,2894242017511710,2893898759912500,2894279842395950,2894198413331610,2894059608787230,2894055548130020,2894375789795500,2894294238067510,2893944136249310,2894251866874430,2894085573363290,2894275234327200,2894084108652640,2894216169590480,2894170208542720,2894127082852990,2894292824058200,2894144674181500
2009,2894136127934010,2892811394820280,2894464935177360,2894382016657530,2893626719110290,2893867293936800,2894405585397490,2894133703387370,2894148865016860,2893818936948410,2893547290652120,2894273589888270,2893566406287370,2893308158145220,2894688064567310,2893381583677610,2894032425261220,2892979264020860,2892235108494090,2894137573640830,2894164459497170,2893594400062810,2894357394820010,2894523486722250,2894711030821570,2892508478435310,2894675219444660,2892641801625230,2892932527867880,2894537115989980,2894643824611730,2893361784459920,2894154623644850,2894106089353920,2894436375955300,2894594103155370,2894392464800150,2894195645229550,2894144135784040,2894114834354050,2894603925723420,2894469922971340,2893833358037630,2894200437217630,2893065400543380,2894293779721580,2893996409313250,2893639006757280,2894611333966530,2893153445090330,2893228936541640,2893186732809800,2893289501582100,2893604767554460,2894084200850360,2894228150120200,2893581663330570,2894307708724930,2894140248480750,2893909660219280,2893888427232320,2894506211917560,2894331506135140,2893641419464790,2894264369008120,2893898113930480,2894306393205890,2893907092191570,2894197388962070,2894084521027480,2894014218156000,2894345881230550,2894049866079240
2010,2894082087903950,2892030094281000,2894583830504490,2894441804089040,2893358586783710,2893679535405410,2894485715145810,2894079550204360,2894095078203150,2893636337846680,2893148809337030,2894255113528930,2893183101378230,2892786191499950,2894909756074950,2892887677847180,2893956012329110,2892388801804740,2891190384010250,2894093071317690,2894154089564110,2893303338235080,2894416599128070,2894684567882920,2894942278178890,2891604555073280,2894883855131220,2891868741236670,2892298921167970,2894683243822530,2894848941345780,2892955225838580,2894101244928540,2894005368880610,2894533313601660,2894770216186800,2894461570212190,2894186489752420,2894114211070720,2894050412266830,2894786793237080,2894593889661090,2893627303347810,2894196386079650,2892484975923030,2894336972978740,2893864732035470,2893316126250260,2894791940435110,2892643254765560,2892667259662120,2892636419587660,2892821379751660,2893314574551860,2893978015446330,2894214649773440,2893278301885920,2894331206002400,2894075018754800,2893776047671600,2893733947764820,2894635832352850,2894364951317810,2893345221158040,2894279282825040,2893701322922260,2894337571820340,2893725337097120,2894185918408830,2893992977839800,2893904734837970,2894401436634520,2893959016208060
2011,2894029105272560,2891225117107880,2894705925044350,2894498451476920,2893102690291610,2893493189816830,2894566551460430,2894026483648040,2894042247429130,2893465056576180,2892731800971320,2894225258127840,2892783411058450,2892246320081770,2895131200775980,2892371365914260,2893890915892610,2891814069498700,2890135973813910,2894051718329480,2894153118567430,2893026737855220,2894479227474280,2894852841649270,2895172657462300,2890690823647020,2895091688192340,2891108425767420,2891673913762190,2894829153979720,2895057153792290,2892561103482220,2894045841948030,2893889568540890,2894631015166100,2894948045368140,2894530719889780,2894182718784390,2894090806111950,2893987706987300,2894970658599410,2894721597355570,2893420377665870,2894198757428390,2891908445851350,2894387311163230,2893729885434590,2892986498441890,2894971929790810,2892146683822590,2892086187018860,2892077183413650,2892357458922590,2893032347233350,2893860024949180,2894200899001830,2892985151686750,2894352652685410,2894005750121060,2893652751304240,2893588303229720,2894764763360010,2894395653929740,2893051939417310,2894295999298860,2893495157348740,2894368691538590,2893540357996290,2894179121066220,2893897367392820,2893797066462320,2894458985122590,2893870317446660
2012,2893976748784180,2890400676121260,2894830771939850,2894552182525450,2892858337616620,2893307728549180,2894647790991130,2893974018491980,2893990096513470,2893302391556140,2892299767550130,2894185911718650,2892370432312030,2891691864649490,2895352538317840,2891837367119510,2893834431743150,2891250340168080,2889070048285620,2894012908723520,2894159209887880,2892759776536180,2894544357808550,2895026651035660,2895402356109380,2889766824841680,2895298734624990,2890355970492500,2891056248177930,2894975117205870,2895268056399230,2892176625401300,2893988898314670,2893767066649970,2894729483000700,2895127405562040,2894600028545580,2894183199556140,2894072823765750,2893926492322900,2895155355624100,2894852333392100,2893212917382030,2894205987800810,2891336660878920,2894443359284480,2893592728485980,2892652375868840,2895151708494180,2891659665639950,2891490026568190,2891513635244780,2891896048312370,2892760606265380,2893738580470560,2894187924390870,2892699463221820,2894371979368180,2893932805402980,2893537996455140,2893449468500490,2894893329555180,2894423960371950,2892761314375410,2894314305257500,2893283291587350,2894399929151350,2893352473794470,2894176306066040,2893799154064330,2893691202319010,2894518146378900,2893783868150010
2013,2893924855641600,2889562960536800,2894957851411460,2894603932277080,2892622212254210,2893123033057550,2894729241809360,2893922077537810,2893938362445020,2893147385436840,2891855189152120,2894141944705730,2891946573755590,2891124949586240,2895573786816040,2891287044251690,2893785674978150,2890695802154520,2887996954617860,2893976441373920,2894171137576680,2892500897753910,2894611911154940,2895204988234510,2895631584335940,2888833569662640,2895505221358540,2889611438897020,2890442758817360,2895121079722710,2895480932667040,2891798517859540,2893930894328880,2893636986563580,2894828723547200,2895308193348130,2894669677748480,2894187520601400,2894059026058060,2893866530737620,2895340834431550,2894985560753580,2893005027498170,2894216907629540,2890767282637810,2894503727094850,2893454247021620,2892315655086570,2895331223229050,2891180918083510,2890881059588580,2890944777590610,2891436406802990,2892493926753550,2893611154645630,2894175482890610,2892419826343940,2894389669650950,2893856560078260,2893429823768460,2893316245564610,2895021752397890,2894450629934140,2892472093088090,2894334017965060,2893065322608440,2894431348755000,2893160192142400,2894176670065630,2893698342784480,2893586690895290,2894578499727750,2893698983126810
2014,2893873350390970,2888710840940240,2895087094142910,2894654069622520,2892393199737110,2892939046761490,2894810892873430,2893870565836380,2893887118670530,2892998736573620,2891399348403240,2894091994576400,2891513087927510,2890548735490200,2895794881750300,2890722415631540,2893743381685360,2890149020760410,2886916509822760,2893941822058020,2894188142412100,2892249167314700,2894681598971060,2895386968078230,2895860301265880,2887894068370280,2895711507006800,2888872550780550,2889834086927970,2895267082142330,2895695663547960,2891427891965170,2893871902994570,2893499660107230,2894928647831120,2895490128157660,2894739534317330,2894194940594860,2894048661835640,2893807758238010,2895527178065420,2895120889348400,2892795513304680,2894231220762940,2890199551617770,2894568332778730,2893314290695930,2891974771781060,2895510395231750,2890708820617440,2890258977030240,2890371397432950,2890979854826950,2892233344749920,2893479184940790,2894163356386590,2892145388786950,2894405740142620,2893777902317340,2893327472712430,2893187581158840,2895149961614950,2894475852635100,2892184562525540,2894354746141150,2892843516305680,2894463034813370,2892968299615270,2894179586257040,2893595442908550,2893483299183890,2894640301003910,2893615561847980
2015,2893822249838750,2887846093934680,2895217943996290,2894702473460950,2892170173758760,2892755720217290,2894892601782840,2893819303263040,2893836237186710,2892855655612000,2890932450880840,2894036493784180,2891071244373120,2889961056570890,2896015972764620,2890147118640490,2893706417845490,2889608592288220,2885829712709080,2893908786628310,2894209573675600,2892002942792030,2894752963571630,2895572395592150,2896088596694750,2886947892702040,2895917480218870,2888137749366950,2889225300813750,2895413206115440,2895912082141080,2891062614345920,2893812149080960,2893356891996960,2895029385777430,2895672977274340,2894809518433480,2894204896854350,2894041308510310,2893750019395120,2895713925206100,2895258041579450,2892585183406530,2894248060935710,2889633408849130,2894635997165600,2893173108114930,2891632121995290,2895689532262000,2890241949571880,2889630104230220,2889792938194480,2890523287562750,2891977233607280,2893342457027170,2894151523070560,2891875378138050,2894420482556010,2893695833793410,2893230055101210,2893062756965690,2895277900546820,2894499680701260,2891897409480550,2894377051408950,2892617864188560,2894494962832200,2892775328762450,2894184767619760,2893490498621550,2893380863597660,2894702915415430,2893533308353000
2016,2893771547888990,2886970672906180,2895350756078570,2894749187559920,2891952586951120,2892572954308010,2894974528761840,2893768549585090,2893785703237390,2892718051623010,2890456843100280,2893976745851960,2890620883817670,2889367073326730,2896236920089070,2889561863300520,2893674635227100,2889073943000790,2884736859604200,2893877394382060,2894234941039850,2891762063686000,2894826435452100,2895760906885990,2896316430369570,2885996252067580,2896122858667510,2887407118110400,2888619783370460,2895559194233080,2896129714435270,2890701865438440,2893751699083800,2893208146404450,2895130770185270,2895857293323270,2894879987523460,2894217685431320,2894036904567830,2893693273809510,2895901139763550,2895397073395190,2892375982483460,2894267624607050,2889065172550270,2894706753986720,2893030936478100,2891286881486090,2895868687465440,2889780175306560,2888991390879240,2889210972600150,2890069891865300,2891724827003190,2893202200468860,2894139876146970,2891608294092380,2894433967721080,2893610504208480,2893137042866030,2892941474387570,2895405679727540,2894522285236330,2891612875671080,2894400033892600,2892387952928480,2894526994231860,2892580007890060,2894191957936320,2893384116212720,2893279459663810,2894766490801770,2893452213385350
2017,2893721047668230,2886085691773370,2895484540997850,2894795024493410,2891739539647890,2892390696887180,2895056349298330,2893718009635680,2893735371155240,2892585185589030,2889973938365250,2893912281286910,2890163469712170,2888765728311900,2896458221715990,2888967047585290,2893647394163040,2888544239881760,2883637226556390,2893848146264080,2894263908616340,2891525012249870,2894900780008940,2895951884339690,2896544094510190,2885039500452750,2896327922974910,2886680419539160,2888018413986460,2895705382363520,2896349334098520,2890345829463430,2893690735771420,2893054382268730,2895232094947000,2896041671544610,2894950792032730,2894233242129590,2894034696337320,2893637282795100,2896089580630760,2895537576872440,2892166600273360,2894289281233020,2888499720986760,2894779979404660,2892887762414440,2890939043975260,2896047595393640,2889321784825870,2888345059915960,2888626101300940,2889617914143720,2891476235536330,2893058531082220,2894128513838570,2891345626319980,2894444361967080,2893525869461350,2893047937969060,2892823331034120,2895533379155390,2894543254778600,2891329276118220,2894424018821310,2892155361982340,2894559263759940,2892384361781150,2894200866722240,2893276227365080,2893178740957230,2894830939581450,2893371987045960
2018,2893670840797760,2885191314945980,2895619419353580,2894839518181930,2891531258058160,2892208958086640,2895138308408700,2893667762098970,2893685363733310,2892456435421530,2889483447134410,2893844017554020,2889699090267230,2888157584786460,2896679431783280,2888361404531870,2893624686767380,2888017091045780,2882530744953650,2893819628385920,2894296818545970,2891291901723130,2894976369536540,2896145702456520,2896771517984430,2884077160451360,2896533126849810,2885956472974610,2887418609550460,2895851821383670,2896569353063520,2889993575667810,2893628919174970,2892896380536700,2895334738017510,2896226750803790,2895021487807680,2894249816957020,2894034526865120,2893582405074430,2896278315721210,2895679862235840,2891956989298820,2894312617017890,2887936459917780,2894856074851150,2892743667353330,2890588990719180,2896226420401030,2888866073641360,2887691630265560,2888038859535330,2889167161339880,2891230750353030,2892911898587900,2894117358451750,2891085455726980,2894456369197170,2893439656558070,2892962411002050,2892707908109170,2895660834038270,2894563780143830,2891046031336490,2894449194216850,2891919944944700,2894591944196150,2892186945307980,2894211542336170,2893166160236500,2893078625071450,2894896323214040,2893292580359340
2019,2893620928364880,2884287873743450,2895755873579230,2894882975249000,2891327052274930,2892027757869130,2895220333289850,2893617754471560,2893635523481860,2892331642521580,2888985870316540,2893771570679410,2889229788246610,2887540858595680,2896900670565150,2887749129332810,2893605378764790,2887495328665200,2881421725171490,2893792326735370,2894332738837900,2891062472542080,2895053340675900,2896342190746720,2896998735206680,2883107705318200,2896737861989460,2885236164225740,2886820185516010,2895998341703900,2896790468466030,2889644897812830,2893566792236450,2892733244534850,2895437355691400,2896413057351000,2895092262163750,2894268611282210,2894036311849860,2893528357776030,2896467075026430,2895822834463160,2891746930140320,2894337890443540,2887373314155210,2894934705782190,2892598610092300,2890237097835340,2896405331361370,2888414413944310,2887030005597960,2887448880384660,2888716376479020,2890988080114220,2892761596337160,2894106589363660,2890828626385600,2894467395801000,2893351478880390,2892880430332730,2892595222671910,2895788198657930,2894583523004910,2890763712656100,2894474997903760,2891681681201790,2894624693339490,2891988297892160,2894223545201030,2893055591377400,2892979251865830,2894962563890570,2893214022631240
2020,2893571263452200,2883373768379530,2895893752459140,2894925397714660,2891126453044740,2891846984871440,2895302415968020,2893568022257230,2893586017448890,2892210786795150,2888481982425010,2893695740679640,2888754508293700,2886919366531440,2897121593461850,2887129242808210,2893589826073620,2886977352670550,2880309457626130,2893766355399760,2894372159059360,2890835870409830,2895131951161790,2896539824987460,2897225914179100,2882136852449000,2896942414493270,2884519077358490,2886223804092150,2896144922976310,2897012824061840,2889299679796170,2893504620398870,2892566312462320,2895540254814890,2896599906096940,2895163873833550,2894289064974270,2894039814660980,2893475599088600,2896656968994330,2895967083612830,2891536240304650,2894364657593570,2886811224111510,2895015301252830,2892453155899910,2889882052806300,2896584462247970,2887966779701800,2886362747622760,2886855675892720,2888266960252380,2890747712525950,2892608934119230,2894095839508730,2890574298776440,2894477457910640,2893262643609200,2892800578755450,2892484861024690,2895915604296390,2894602504015940,2890481326107760,2894501606728940,2891440118109900,2894658073037870,2891789668083610,2894236816515970,2892943955292340,2892880481465250,2895029402501030,2893136147939330
2021,2893521596192110,2882456879335280,2896032100614370,2894967184302280,2890929223639560,2891666629989770,2895384505993110,2893518429213250,2893536611165000,2892094219329240,2887972013583500,2893617106425490,2888274224088150,2886293382592520,2897342971986190,2886502425525480,2893577715145170,2886462880237100,2879193390891380,2893741208079650,2894414194144470,2890610636137100,2895211433764630,2896739373868880,2897452569572670,2881160951909490,2897147062081360,2883803820950650,2885628883730070,2896290974794620,2897236429298230,2888957194969900,2893441495059730,2892395671631430,2895643978102650,2896787493337710,2895235135576030,2894311095516810,2894044830862660,2893422955544060,2896846433648950,2896112646178440,2891325025590490,2894392869000690,2886248944211810,2895097176799130,2892306940790740,2889526116302090,2896762830585240,2887521384266750,2885690478361050,2886261222991560,2887818452463110,2890509690879810,2892453563362740,2894085277820620,2890322096258870,2894486933237450,2893172436412010,2892724547757120,2892376703498440,2896042963138960,2894620744791160,2890200696353130,2894528454134610,2891195145823990,2894691249310910,2891590370170050,2894251203110210,2892828931306040,2892782090638260,2895097131360050,2893058927783880
2022,2893472228883460,2881534706729950,2896171405442190,2895007927578380,2890735200674470,2891487005633960,2895466414770120,2893468975221710,2893487456836100,2891981209048800,2887455298296490,2893534776922920,2887788803237730,2885662117043110,2897563781648800,2885865663592070,2893569428006700,2885950841130190,2878073303286860,2893717451724530,2894459734506950,2890389764472540,2895291725485990,2896941068150580,2897678623996860,2880182933143260,2897350903341010,2883090840657500,2885034037253020,2896437178824410,2897459958630930,2888617686530530,2893378012805880,2892220606102980,2895747648772690,2896975409750280,2895307060801350,2894334824393480,2894051181356390,2893370677948810,2897036232815170,2896258590215460,2891113206127800,2894422195352140,2885687468798700,2895181201452790,2892160422410350,2889167226239120,2896941215707940,2887077821438460,2885013279725190,2885662298868660,2887369292667130,2890273464604510,2892295967850290,2894075400487760,2890072101377510,2894494756950860,2893080324141200,2892651369108900,2892270706550150,2896170332947530,2894638610280950,2889920258992420,2894556419595230,2890948410175710,2894724376177410,2891390239328440,2894266480136670,2892715404906490,2892684286108300,2895165068843810,2892982292658050
2023,2893423445945740,2880603032905020,2896311637093140,2895047709045380,2890544014957110,2891307640243220,2895548403171860,2893420110356500,2893438930373620,2891870225104320,2886931770409590,2893449893047730,2887299121176570,2885024298750050,2897784600956170,2885221363644960,2893564231124220,2885441345625550,2876952822237440,2893695029817420,2894506535130460,2890171224867330,2895372347930270,2897144832215270,2897904412588190,2879201415213180,2897554559599810,2882380435187950,2884438324821080,2896584008887550,2897684701225840,2888281173357180,2893314843860920,2892043303332880,2895851564424360,2897163893472150,2895378734121680,2894359507039600,2894058770503140,2893319463245720,2897226528253120,2896406242845690,2890901330921240,2894452081061070,2885126097341360,2895266866642630,2892013216444130,2888808916504910,2897119394851010,2886637134194910,2884330444744600,2885061995610680,2886921517822210,2890039201253300,2892135344078550,2894065435094500,2889824018325020,2894502828785860,2892987745881100,2892580670252690,2892166972167300,2896297342043730,2894655205071060,2889640674364040,2894585250116140,2890700293684900,2894758044442850,2891189221557550,2894283294831630,2892601533088910,2892587325465830,2895233446931120,2892906658677250
2024,2893374664441770,2879668300057360,2896452414848920,2895086728632920,2890355947766970,2891128574731880,2895630816573600,2893371253521860,2893390294836700,2891762216538770,2886405497871310,2893360543161140,2886805065548770,2884384652092850,2898005375182310,2884573126864980,2893561209047310,2884935232066710,2875832138555020,2893672931460130,2894555641271290,2889954739706320,2895454172503110,2897349210351740,2898130260339400,2878216915937880,2897758396103980,2881670027155250,2883846410336330,2896730903178120,2897910130343120,2887944741663370,2893251185009810,2891862847696730,2895955803543880,2897352612656930,2895450615208610,2894386147759800,2894067985042050,2893268585739040,2897417790828950,2896554204613900,2890689004091100,2894482273489350,2884561795226810,2895353973299470,2891865296889670,2888448648696810,2897298157192450,2886199423977380,2883640160479180,2884456447906660,2886474688928000,2889807024217820,2891973152346920,2894055497448690,2889577562095960,2894508500946120,2892893930462920,2892512726075290,2892064825859210,2896424242951280,2894671041660150,2889361710556830,2894614379850320,2890450555102400,2894792198932780,2890987489540250,2894300759831720,2892486517861030,2892490657486710,2895302298759250,2892831468517260
2025,2893325931497670,2878732267205500,2896593837158820,2895125246322980,2890170539528970,2890950716778500,2895712790045690,2893322456277480,2893341649333100,2891656496748840,2885875379598510,2893270640795360,2886305654724530,2883739049158220,2898226630916990,2883923324541870,2893560858024640,2884431323390920,2874706970143240,2893651433123930,2894607129771120,2889740832552000,2895536651847940,2897555729454450,2898356109835030,2877231018367190,2897962333284300,2880963294257490,2883254145565580,2896877499233200,2898135882831940,2887613292787340,2893186536668640,2891678990691670,2896060324511940,2897541899763370,2895522354921810,2894413046482140,2894077756363950,2893218131024890,2897608691653170,2896703534835110,2890474734653390,2894515051895450,2884000142841280,2895443506498470,2891717019083120,2888087619224580,2897476172633590,2885762651919330,2882943839389570,2883850941233250,2886027857400100,2889576407217380,2891809155682090,2894046481453040,2889333368234010,2894515415789380,2892799741223240,2892446570564500,2891964219598710,2896551206044340,2894686865049300,2889082641267330,2894643858110390,2890198977279870,2894825688011770,2890785267771540,2894319154362730,2892370898133400,2892393907983310,2895372253430810,2892756625520040
2026,2893278129301950,2877791234546900,2896736125343580,2895162377133810,2889986105261810,2890772247359440,2895794519568390,2893274109270110,2893294036125020,2891554061973550,2885339870088350,2893177732086860,2885801458382660,2883090690446570,2898447173597710,2883267235686040,2893562253081700,2883930210583860,2873579231854110,2893630582398510,2894660474691580,2889528345515870,2895620092916810,2897763698395740,2898581675754780,2876246020412660,2898165330044420,2880257792624240,2882662825396090,2897023839971790,2898362463610410,2887283729724940,2893121910720540,2891492424063560,2896165186211020,2897731602576080,2895594653327980,2894440815117510,2894088860837620,2893168111356970,2897800027070430,2896853075357770,2890262038557560,2894548525084330,2883439104328870,2895533453021540,2891568840468080,2887724962699930,2897654140833110,2885328934019840,2882245533987250,2883243644874430,2885581979170060,2889347749758610,2891641577231660,2894036997230550,2889090536102010,2894521436676880,2892704133914090,2892382482840550,2891865974830720,2896678678337640,2894701727797660,2888804085501660,2894673866655170,2889944862415320,2894859857581860,2890582670839050,2894338651222640,2892253786070390,2892297954146480,2895442242743840,2892682179139300
2027,2893229674619240,2876843298291740,2896879790955460,2895199558018000,2889805846079010,2890594114688150,2895876931196480,2893226113599560,2893245728470940,2891452772599500,2884799204562760,2893082864000330,2885295207584270,2882437723954700,2898668189836460,2882604979312820,2893565928346130,2883431391671390,2872452410732910,2893610568107490,2894716015447190,2889318623285690,2895704757600780,2897972566039170,2898806930736320,2875258670856080,2898368313068330,2879555182867340,2882068125548170,2897170460866960,2898589379528570,2886956857971350,2893056816954360,2891303404324670,2896269995860110,2897921566967400,2895666656469560,2894469855788980,2894100876690290,2893118875651470,2897991206689690,2897003184383010,2890046992460320,2894582740212230,2882876278858900,2895624708413910,2891419193142460,2887360357283220,2897832222515540,2884895724681150,2881546439726940,2882633040868100,2885137745770060,2889120161496750,2891473477799470,2894027411311680,2888849492819840,2894527049271710,2892607655704290,2892320966906610,2891768251208720,2896805384357920,2894716221535260,2888525454057280,2894704252996550,2889689118228240,2894893752306330,2890379691169350,2894359664550530,2892136924473370,2892203350955410,2895512833318350,2892609214873650
2028,2893181285409210,2875895046755670,2897023690359250,2895235563766120,2889627271037050,2890416268951200,2895959302053910,2893177663334220,2893197495979610,2891353383511110,2884253798430040,2892984864117040,2884785123062030,2881778842924390,2898888633621920,2881939722574080,2893572221181870,2882935108313890,2871322958036390,2893591459231830,2894772361568790,2889110603775540,2895789584560070,2898182461725650,2899031785862740,2874268019760810,2898571021495710,2878850758332950,2881481044894140,2897316888961940,2898816992172300,2886632073948390,2892991393603240,2891111787758690,2896375283939820,2898111857884420,2895739160856120,2894499874509210,2894114211936720,2893069741860540,2898182683810010,2897153922725260,2889833456975110,2894618236987230,2882316380183570,2895717085065650,2891269551974770,2886995235973090,2898010046206940,2884466021248420,2880844074307210,2882024920403840,2884694062182300,2888892782213890,2891303872326280,2894018272814920,2888609774754780,2894531774614080,2892510445810790,2892261207390740,2891672201458180,2896931702474360,2894729875693860,2888249021132130,2894735138802540,2889431110184140,2894927660069900,2890175566314510,2894380434430850,2892018936383560,2892107852087220,2895583472121180,2892535197922640
2029,2893133093892600,2874941229927490,2897167929195680,2895271046012800,2889451116202250,2890238651207090,2896040658223260,2893129420896700,2893149394196470,2891255896955830,2883706573261570,2892885478591880,2884272631819740,2881117878177600,2899109057514400,2881270214408090,2893579726166460,2882439875653260,2870192964933930,2893572765501480,2894830318819440,2888904738522970,2895874997741450,2898393956297810,2899256274790810,2873273688564150,2898773393021410,2878150494662870,2880889401999060,2897463049653310,2899045207950750,2886307228227470,2892925720154290,2890917402181920,2896480780890720,2898302424578410,2895811193673070,2894531612887790,2894128630813760,2893021200086090,2898374479778380,2897305302038880,2889620091907840,2894654617775430,2881751903865070,2895810691517550,2891119514959670,2886628986557070,2898187867466960,2884037814454080,2880134983325100,2881411760909450,2884252666825390,2888668617486250,2891133130457280,2894009121845350,2888370963326780,2894536683773170,2892411764815700,2892202694235860,2891577576929350,2897057949208530,2894743060340260,2887972159983080,2894766457735030,2889172422689470,2894961797473750,2889970763845840,2894401914708720,2891900273674150,2892012962203390,2895654446735860,2892462014419350
2030,2893084848228170,2873984803085120,2897313101234490,2895305834088550,2889276446325150,2890061321378700,2896122403161310,2893081111290590,2893101102738230,2891160236923940,2883154972428550,2892784142107780,2883755886654680,2880452725168220,2899329447538430,2880600091590980,2893588799455080,2881948310093510,2869059375697930,2893555018957900,2894889422000490,2888701091863910,2895961349831580,2898606402051660,2899480415739780,2872282221604590,2898975573867830,2877448268176570,2880304545183980,2897609369992230,2899274283815560,2885985563189370,2892859649591580,2890720771761560,2896586768931770,2898493530679660,2895883323157590,2894563809952300,2894143343608380,2892972871529760,2898566284278330,2897457537459530,2889406614896590,2894691215452040,2881190857385830,2895905395119710,2890968953710550,2886260890372290,2898365356121220,2883610903515160,2879423932593050,2880800288399890,2883809641536170,2888444980712890,2890960322692530,2894000007845690,2888133651873350,2894540359499530,2892312495568790,2892145793678880,2891484323995450,2897184429530590,2894755703581490,2887695845027880,2894798054357550,2888912825226580,2894995781782610,2889765484411480,2894424028016330,2891780704642900,2891918350558710,2895725736014900,2892389184287630
2031,2893036099338000,2873024713807870,2897458587610650,2895339778252490,2889104118486000,2889884110603480,2896203883221910,2893032681385050,2893052652436920,2891066448857900,2882599717767770,2892680866261350,2883236766023350,2879784956318800,2899549692075850,2879925820926070,2893599616980930,2881459411386920,2867926643469310,2893537726858080,2894949804017690,2888499410159150,2896048114099510,2898820086282290,2899704490030150,2871287530307600,2899177600769100,2876748675038770,2879720189225070,2897755620939730,2899503302179460,2885665491673490,2892793294495130,2890522178058140,2896692818711840,2898684974854920,2895955600027450,2894596870893160,2894158514616730,2892925106295000,2898758305123350,2897610772277100,2889193174135910,2894728393388330,2880630653822020,2896001767764850,2890817976192970,2885892281535520,2898542581691000,2883186680407360,2878711487144540,2880188719744710,2883367867405840,2888222687292520,2890785855213850,2893990812753710,2887897708114160,2894543692042110,2892212410829830,2892090494960200,2891392438039910,2897310507016040,2894767900833750,2887419823994310,2894830205687260,2888651290101810,2895029906115790,2889559776843310,2894446731533570,2891660589901860,2891823953935620,2895797291247750,2892316673537570
2032,2892988017455070,2872062050387260,2897605177426380,2895373339865640,2888932832755930,2889707067295570,2896285539696360,2892984143735970,2893004659367290,2890974232671860,2882039160495930,2892574709485220,2882714651081550,2879117117895490,2899769790200340,2879246460743360,2893611943637320,2880970549496460,2866797159510820,2893521061942450,2895011671146520,2888298914227880,2896135979785960,2899034904015060,2899928381618830,2870293019688860,2899379274672130,2876054734610530,2879135512297220,2897901916389550,2899733019920210,2885346744580310,2892726613698800,2890320672681410,2896799298468130,2898876634974120,2896028022066830,2894630755401250,2894174854545360,2892877502239810,2898950699483480,2897764098389190,2888978935533200,2894766249981350,2880073641518510,2896098730615880,2890666523280920,2885519602323050,2898719942300330,2882762359875650,2877998186516690,2879574252387950,2882926298053670,2888001519316290,2890609471738970,2893981827823000,2887663171427950,2894546348973630,2892111445390010,2892036625435460,2891301566231040,2897436439971700,2894779772557740,2887144260823230,2894862729301470,2888388489053570,2895064199070070,2889353318268560,2894470126032710,2891539666164760,2891729770537350,2895869173121740,2892244435471190
