time,A0000,A0001,A0002,A0003,A0004,A0005,A0006,A0007,A0008,A1000,A1001,A1002,A1003,A1004,A1005,A1006,A1007,A1008,A1009,A1010,A1011,A1012,A1013,A1014,A1015,A1016,A1017,A1018,A1019,A1020,A1021,A1022,A1023,A1024,A1025,A1026,A1027,A1028,A1029,A1030,A1031,A1032,A1033,A1034,A1035,A1036,A1037,A1038,A1039,A1040,A1041,A1042,A1043,A1044,A1045,A1046,A1047,A1048,A1049,A1050,A1051,A1052,A1053,A1054,A1055,A1056,A1057,A1058,A1059,A1060,A1061,A1062,A1063
2033,2892939928809240,2871101559595440,2897751873851290,2895406292244830,2888763309776810,2889530227100810,2896366972688260,2892936025996790,2892956674009190,2890884350975080,2881476255806510,2892467051513070,2882187984521250,2878446584191490,2899989687679950,2878564523755340,2893625694873400,2880484730285860,2865665242124180,2893505450448280,2895074971739520,2888100048733620,2896224804163100,2899250885534790,2900152147553270,2869296569608450,2899580719712530,2875361892062920,2878552515158910,2898048238711020,2899962870520040,2885029819021280,2892659691908650,2890117277121840,2896906571381290,2899069301571180,2896100579371400,2894666269417180,2894191949999930,2892830311879590,2899142947354540,2897917813737380,2888763765908950,2894804833047370,2879517649060240,2896196833595740,2890514706673810,2885148017277250,2898897015099840,2882340322238460,2877282456701880,2878960716327520,2882484283167780,2887781809550300,2890431894467000,2893972619073350,2887427485142050,2894548712679590,2892009734802030,2891983803932290,2891211824313620,2897562189367900,2894790834042570,2886867854235230,2894895474973450,2888123781385500,2895098374459210,2889146437287060,2894493894858750,2891418318249190,2891635765536050,2895941317216200,2892172263524580
2034,2892891864901320,2870138142848980,2897899957647570,2895438860584600,2888595469877950,2889353717328370,2896448291742510,2892887960884010,2892908719518770,2890796380720960,2880909589603810,2892358038684390,2881660721980660,2877774035239140,2900209437280720,2877879332910010,2893641118212070,2879997654204980,2864533990503790,2893490905160410,2895139496458810,2887902405520140,2896313279297660,2899467762307610,2900375576570490,2868298799893580,2899782082777490,2874670991867410,2877970346125750,2898194657659210,2900193314480560,2884714553636950,2892592472972360,2889910302421010,2897013318824240,2899262693186330,2896173265121320,2894702140105270,2894209535499930,2892783352764530,2899335638940980,2898072287850590,2888548755042980,2894843838282200,2878959950529440,2896296077908350,2890362584650640,2884776502214160,2899073954313250,2881917216906850,2876564045000160,2878346875251080,2882043428280960,2887562751266630,2890252813083170,2893963490130010,2887193919210240,2894550675840800,2891907627458120,2891932135202610,2891123117833290,2897687715335090,2894801379541900,2886591897948110,2894928689342960,2887858700564950,2895132835780020,2888939350482350,2894518172195060,2891296419062610,2891541963377760,2896013821902470,2892100608223500
2035,2892843870118970,2869171109649660,2898047678681230,2895470716843670,2888429191627450,2889177063133290,2896529601582780,2892839903538190,2892860999192670,2890708739632740,2880339072094820,2892246688952710,2881130121079200,2877094803064180,2900429359084500,2877192753603900,2893658793827860,2879515440968990,2863401915131630,2893476262653070,2895206389079290,2887705238977140,2896402411532200,2899686352478770,2900598803536220,2867301394198170,2899983050073790,2873979897828340,2877388421370780,2898341012369540,2900424990364920,2884400337704460,2892525147571930,2889702475219090,2897119872865930,2899455454111600,2896246893146490,2894738788018470,2894227759805870,2892738002492810,2899528428453580,2898228069367310,2888333594251050,2894883302222670,2878403983816960,2896396907723630,2890209708485170,2884404667802070,2899250881004660,2881498228816100,2875842608316020,2877730790896400,2881602259633120,2887345306579420,2890072350417090,2893954487035100,2886962957897620,2894552029479780,2891805038150110,2891881564310210,2891035822868860,2897813136467920,2894811707630480,2886317023582340,2894963316777170,2887592184886750,2895167248856450,2888731630394220,2894542933882490,2891174060760430,2891448384651450,2896086600400720,2892029197269170
2036,2892796251039570,2868204994718290,2898196105287520,2895501748526600,2888264540752150,2889000956386440,2896610781377410,2892792204784720,2892813151073890,2890622387894940,2879769279881750,2892133242275430,2880597482498010,2876418173447730,2900649193122790,2876503302123460,2893677122623080,2879034331100250,2862267535841190,2893461834197700,2895273263162730,2887510385720800,2896492237200610,2899905044266730,2900821811313480,2866306425711130,2900184224406820,2873290550748730,2876807779508120,2898488210305810,2900656623482900,2884087375235820,2892457442099960,2889491652526960,2897227062671890,2899648820879970,2896320105633550,2894775883814420,2894246621597150,2892691698026400,2899722260801850,2898383699998650,2888118012180400,2894923413894150,2877847905273930,2896498620193760,2890056725518740,2884029633723280,2899427760660120,2881080488834720,2875117370415140,2877114098362070,2881161971958050,2887129323640090,2889890474681360,2893945666598330,2886733186519070,2894553144273570,2891701549190720,2891832310183860,2890949475180680,2897938524417770,2894821681376040,2886042670556130,2894997247694730,2887323629186920,2895202880068420,2888522322690370,2894568425240870,2891051292520940,2891355114332580,2896160702878990,2891958073990270
2037,2892748417014430,2867233530540510,2898344787043440,2895532400723690,2888101492121420,2888824969704240,2896692270610060,2892744362526960,2892765409560240,2890537136498880,2879196918511490,2892017179449540,2880059522008710,2875738113605010,2900869867321720,2875809523469810,2893696320928760,2878555057442660,2861136677466110,2893448002532480,2895341358708970,2887316456240610,2896582328782750,2900124768102200,2901045917480600,2865308932703790,2900384945097690,2872603483443480,2876228208066060,2898634495764580,2900888453113100,2883775672821680,2892390413827280,2889278879569170,2897334155348720,2899842222229970,2896392871588860,2894813899047190,2894265312496690,2892645878997790,2899915436787180,2898540068990440,2887901689886910,2894964496989590,2877291503070710,2896600811384460,2889903667446520,2883655552996990,2899605734980880,2880662820534260,2874392473102660,2876496415956930,2880719648370630,2886914348963290,2889706104272010,2893936866672220,2886504514986680,2894554068593780,2891597106323560,2891784296735340,2890864757109360,2898064054066370,2894830469412310,2885768254238310,2895031515232100,2887054551036180,2895237469455430,2888314101025870,2894594138665010,2890927670286510,2891261971163590,2896234026037550,2891887180364280
2038,2892700559713340,2866261210025630,2898494027787360,2895562707620670,2887939656500560,2888649719756280,2896773478580120,2892696679353050,2892717868503200,2890453269970700,2878622462163290,2891899866939370,2879521773277420,2875057283311040,2901089574967370,2875116321573350,2893716689548530,2878076785498160,2860007226662750,2893434466166060,2895410338834820,2887123200641450,2896673321604580,2900345207095610,2901268536504070,2864311792971330,2900586434018470,2871917738113290,2875649989970290,2898780569455580,2901120503564030,2883465622657360,2892322222289650,2889066451785010,2897441703313780,2900036077236740,2896465578085070,2894852631590970,2894285444997350,2892600173814530,2900108590426070,2898696197012500,2887685622643550,2895005777123190,2876737458486250,2896703660092590,2889750415123310,2883278819098970,2899782439267110,2880247020339190,2873664788109350,2875879703018300,2880280376963810,2886700094932710,2889520905153370,2893928687890880,2886277140833770,2894554295251910,2891492309728040,2891738025135180,2890780290800970,2898188703362000,2894839375567420,2885493232715890,2895066288610770,2886783383070780,2895272200210330,2888105385539840,2894621064167010,2890803594254570,2891169240062590,2896307304336360,2891816580725710
2039,2892653014638530,2865290135910850,2898643661667190,2895592495466060,2887779586369510,2888474024856420,2896854687926710,2892648909001940,2892670342306740,2890370741673350,2878046435806490,2891780973369150,2878980561826020,2874375159691200,2901309045496860,2874421091526450,2893737974653390,2877600438324310,2858875853764560,2893421842013110,2895480316543570,2886931618639570,2896764377284040,2900566251784030,2901490836903850,2863315228438190,2900786941384350,2871231289743820,2875072751369950,2898927282908020,2901352816067760,2883158037930980,2892253964241410,2888851107224580,2897549299003990,2900230285663500,2896538548541140,2894891898423300,2894306076584240,2892555013925700,2900302113356170,2898852948624010,2887468969934340,2895047631056550,2876183030398340,2896807349454550,2889596706059720,2882901381151880,2899958935227720,2879832382474250,2872934650176450,2875260318460050,2879841156036970,2886487090718980,2889334644340570,2893919592409540,2886050697090040,2894554043594500,2891386542988360,2891692196026950,2890696726518140,2898314530296270,2894847802801830,2885219504825310,2895100944067750,2886511313086980,2895306886569020,2887895208785620,2894647703709500,2890679371845900,2891076612964020,2896381284246910,2891746236095660
2040,2892606270748840,2864319197472550,2898793826734330,2895622567728740,2887621824610500,2888298495138180,2896936021158020,2892602093397420,2892623722103480,2890290110477580,2877465575754420,2891661485330190,2878435921252500,2873691509037130,2901528574983310,2873725587042110,2893760279609590,2877125061831820,2857747741159680,2893409426422010,2895551201910110,2886739185100330,2896855984009180,2900787967287270,2901713381832710,2862316887863540,2900987247778630,2870546609597490,2874494741912960,2899073457458010,2901585511019410,2882850997138750,2892185508744690,2888634692237280,2897656904099210,2900424255425840,2896611621196160,2894931794794690,2894328228212600,2892509932439630,2900495592212190,2899010042338690,2887252099369690,2895090068909260,2875630090699940,2896911836821870,2889443805534020,2882524886374710,2900135391443900,2879418350161180,2872205733009310,2874640585024390,2879402513043500,2886274921569120,2889146938395610,2893910648724660,2885826342527690,2894553379830180,2891280438949410,2891647300237150,2890613970986120,2898439295730710,2894856807704680,2884945849464900,2895135966635360,2886237197157150,2895341470323220,2887685724696350,2894674575700030,2890554486985860,2890985182667390,2896455280174510,2891676999433240
2041,2892558773074760,2863344335683170,2898944115059520,2895651389711190,2887464344847460,2888123316848490,2897017120186190,2892554525108820,2892576280604080,2890210176140920,2876883930539020,2891540581685210,2877890044376200,2873006241940710,2901748069751530,2873026026848320,2893784012417150,2876651334822540,2856619455865360,2893397381700840,2895623059882430,2886549880571530,2896947913565570,2901010263756460,2901935640994920,2861318436939920,2901187315985640,2869864972160010,2873916939060670,2899219512858160,2901818683376080,2882545135564580,2892116898045360,2888416200365660,2897765229310480,2900618626873480,2896684796155690,2894972358247280,2894350214223190,2892465368967480,2900689251502620,2899167487496500,2887034926060480,2895133595425780,2875077412310930,2897017174741950,2889289788078680,2882145743998480,2900311872264210,2879005546190230,2871472818974560,2874022297584030,2878964082869090,2886063607989690,2888959316554340,2893902425087190,2885602078965310,2894552303604760,2891173691992180,2891603321758320,2890532097836290,2898563945221980,2894864507307750,2884672569663300,2895171800692150,2885963823909560,2895376195994740,2887475648257740,2894702093096190,2890429328157030,2890893163912550,2896529414309270,2891606929222430
2042,2892511467631940,2862372446031880,2899094935501550,2895680085113890,2887307899576150,2887948113014620,2897098927004260,2892507135188140,2892529012454250,2890131343770850,2876300618299220,2891418271810480,2877344140980600,2872315338296460,2901967252850840,2872326988484890,2893808415585920,2876178893591180,2855492610499750,2893386385699300,2895696762463050,2886361034630820,2897040989679170,2901233374047390,2902157539741400,2860322296413220,2901386972111060,2869183413380480,2873342796317260,2899365637289670,2902051888634740,2882240358880110,2892047968632320,2888196303394660,2897873263305160,2900812970929490,2896757875564860,2895014400554300,2894372845069030,2892420896942500,2900882923850080,2899325095350390,2886816207461400,2895176696911000,2874523867761370,2897123020356080,2889135522073290,2881770447964580,2900488161429870,2878594083771990,2870738722757870,2873402619996390,2878525329202500,2885853953042120,2888770490826740,2893893655370650,2885378529877910,2894550752921450,2891065168915070,2891560549276940,2890451098078740,2898688774064870,2894872103701570,2884398626513650,2895207488603970,2885690189956280,2895410989655430,2887265634026310,2894729852312090,2890303763361140,2890801230436570,2896603776631970,2891537481059260
2043,2892464287631650,2861398609173550,2899246649847090,2895708090256680,2887152644782640,2887773239993050,2897179768945920,2892459919724920,2892481965514960,2890053650910400,2875714163665710,2891293944038010,2876798091540250,2871627321055500,2902186829977540,2871627505246160,2893834001714630,2875707838768160,2854364743627690,2893375114926630,2895770449393800,2886173300908700,2897133826589080,2901457666607490,2902379203531030,2859325771053430,2901586570617610,2868502089283900,2872769726932990,2899511804087990,2902285372706580,2881936814713280,2891977903414320,2887975100801530,2897981383942430,2901007768230740,2896830928684350,2895056568480610,2894395965750190,2892376464815210,2901077184913960,2899483289152700,2886597836678080,2895220184208260,2873970036328840,2897230368467930,2888981122594900,2881393982660800,2900664288047910,2878183981311020,2870005031329020,2872784260047210,2878087872858490,2885644021589930,2888580312233980,2893885034790410,2885155762512090,2894548847931300,2890957572801210,2891518444060400,2890371420660090,2898813329975270,2894879231987710,2884125771171190,2895243188979270,2885415309390490,2895445619069370,2887055107764020,2894758235738330,2890178584968970,2890709675278900,2896678191649970,2891468266157540
2044,2892417012414070,2860424956149330,2899398016208750,2895735686860500,2886999234684670,2887598515617720,2897260505470880,2892412612074620,2892434784407490,2889976817981780,2875128879736100,2891169315733930,2876249774788820,2870936086514660,2902406022015520,2870925354156770,2893860777181050,2875238545792600,2853235900203010,2893364274475360,2895844683030930,2885986751511040,2897226832089450,2901681901993120,2902600814019470,2858330070877740,2901785994763310,2867824075241880,2872196485928040,2899657829900320,2902519665800900,2881634246251410,2891908699768160,2887751559681280,2898090433954360,2901203531100220,2896904091887600,2895099233571220,2894419577068230,2892332996887220,2901271107076190,2899642476337800,2886380562020830,2895263959681920,2873418699159020,2897337488628220,2888826221459920,2881017672922140,2900840563472010,2877774227393380,2869271703906450,2872161646578030,2877649594457180,2885435191802940,2888389522274920,2893876326500290,2884933830888380,2894546304460490,2890849162781380,2891478181777660,2890292078899970,2898937765937530,2894886011166140,2883853229885390,2895280003249180,2885140406712890,2895480352317560,2886845216626540,2894786839897010,2890052118280640,2890618088946650,2896752977372180,2891399165372100
2045,2892369747268580,2859449681352730,2899549696500410,2895762860829390,2886846185974920,2887424138679680,2897341160285500,2892365252915490,2892387630374350,2889900889209900,2874541664011620,2891042904046590,2875700295080650,2870244946690620,2902625089282610,2870220478395490,2893888359988030,2874770710948020,2852109678328430,2893353973221880,2895920065314910,2885799346324490,2897320086143580,2901906573733700,2902822147375330,2857336287089630,2901985262851090,2867147152553240,2871623086118500,2899803607658820,2902753633085710,2881333402462160,2891839014459050,2887527772875260,2898198901536690,2901398486772310,2896978060352650,2895142402645810,2894443603790450,2892289514491720,2901465724111180,2899801280376300,2886163451079870,2895307992789460,2872869144000200,2897445207069060,2888671118552100,2880639469251490,2901016410516840,2877366759877470,2868536977797430,2871540256069690,2877213179200950,2885227042818880,2888195972036370,2893867741127510,2884712620029410,2894544690223620,2890740485690530,2891438371377670,2890213267260050,2899062221352730,2894892494157330,2883580623817550,2895316431342240,2884860946980290,2895515259190220,2886634181522250,2894815851708140,2889925266085160,2890526529665840,2896828509539230,2891330164249300
2046,2892322429721240,2858472620126600,2899701643970290,2895789595627150,2886694019731570,2887250611765290,2897421691159990,2892317941790190,2892340347915190,2889826234168160,2873953277657750,2890914100430760,2875149811725940,2869552564642810,2902843932232070,2869513799802910,2893917137764550,2874303788989470,2850983180614200,2893343725756160,2895995950129690,2885614613805910,2897414029755790,2902132138040440,2903043278574340,2856341095470500,2902184617268250,2866468963070340,2871051363582320,2899950247415120,2902987729673320,2881032863633290,2891769626219990,2887302603848670,2898307402895040,2901593715074530,2897051110237770,2895185720801590,2894468773328580,2892245813636620,2901659662167590,2899960308607460,2885946240752850,2895352206939210,2872319228302700,2897553693048800,2888515673420490,2880259957864960,2901192197113300,2876960021242830,2867800606727050,2870920423255830,2876776670380090,2885019848770790,2888003279558810,2893859206270760,2884492888294570,2894541729356480,2890632369742050,2891399189755270,2890135126307710,2899186415474360,2894898626353750,2883308498578890,2895353322414050,2884584201091660,2895550709037420,2886421359540220,2894845836841110,2889797943965440,2890435013517020,2896903747234330,2891261325951840
2047,2892275272707550,2857497580772830,2899853829496390,2895815888525020,2886542618914980,2887076299744210,2897502032187120,2892270727695810,2892293300742950,2889752775365090,2873362525530800,2890785972734920,2874595208748550,2868858329333400,2903063440745280,2868809035106980,2893946411853800,2873838828372590,2849856789300510,2893334096256980,2896072638336590,2885429752005770,2897508163960020,2902357938537630,2903264124886060,2855347477374790,2902383664001610,2865795687483120,2870482723631570,2900096284317100,2903222488053120,2880733233054770,2891700698655760,2887075171701460,2898416547006990,2901789052376440,2897124424034420,2895230128987690,2894493903145260,2892202421982590,2901853672600040,2900119955066670,2885728275651440,2895396886709900,2871769979040310,2897662469803410,2888360274188190,2879881620111150,2901368788002070,2876553245664930,2867063494110410,2870302200499570,2876341139295490,2884813138079070,2887809900403390,2893851849301090,2884273083907820,2894537187101430,2890522618432660,2891360827115960,2890057849377230,2899310622810500,2894904288826960,2883036014774200,2895390022609720,2884306676303150,2895585867051010,2886209299949160,2894875264973900,2889669953131770,2890343888916300,2896979090808110,2891193605075330
2048,2892228722698800,2856521650551100,2900006656262240,2895841676168210,2886391974341470,2886902298455960,2897582312874480,2892224219106400,2892246894322540,2889680137517610,2872767992110810,2890656593406780,2874040165751220,2868162972484630,2903282254947140,2868103803339340,2893976746181050,2873373199559110,2848730595142810,2893325021694160,2896150324098360,2885246612391920,2897603388030180,2902584568750010,2903485934882260,2854353617033210,2902583270882610,2865122048446390,2869914623432900,2900242056085110,2903456849957960,2880434524225240,2891630765955090,2886847065398660,2898526408942600,2901984446050240,2897197654923330,2895274642620720,2894519050695400,2892159102870310,2902047667450640,2900279445147280,2885509850706300,2895442797432450,2871219312897860,2897771737649010,2888204253765210,2879502969955440,2901544340767690,2876150058746510,2866325946031320,2869682551183200,2875906000177160,2884608037038110,2887614589651530,2893843378963500,2884054033639520,2894533135083030,2890412437648420,2891323244613280,2889981400494050,2899435518977770,2894909513084610,2882764236620030,2895427303666870,2884026126491790,2895620771587170,2885997276722110,2894905045093300,2889541595967100,2890253487580600,2897054400685230,2891125047065780
2049,2892181441827740,2855545303775990,2900159862269790,2895867404757150,2886241896402550,2886728380187860,2897662398571670,2892176834953160,2892199770677200,2889608198304940,2872172470710120,2890526216299620,2873484120042440,2867464859997330,2903500896190560,2867394374788350,2894008138831630,2872909606210840,2847604685195750,2893315833768670,2896228760411160,2885063469033920,2897698181359910,2902811305897530,2903706417719000,2853357534494470,2902782080619480,2864448545647210,2869347533538740,2900388201159530,2903691703452880,2880136649456430,2891560605832280,2886618311324710,2898635584586250,2902180364497360,2897270982695700,2895319582332750,2894544540030330,2892116075507690,2902242115782000,2900439594215170,2885291812091330,2895488098182090,2870670580159360,2897882417783290,2888049072312090,2879122950207320,2901720057081370,2875743325584440,2865586560028400,2869061780466630,2875469764907690,2884402891497660,2887418678219070,2893834908734120,2883835555634030,2894528871566640,2890301819911770,2891286531090960,2889905874448600,2899559660807100,2894914661175740,2882490759501470,2895465085223870,2883745167458900,2895655889213050,2885784584973350,2894935087143850,2889413153595060,2890162502949490,2897129706526520,2891056593279220
2050,2892134263221250,2854568077783890,2900312925598460,2895893501194670,2886092449698040,2886554801587520,2897743456329100,2892129594812310,2892152568573500,2889537323932780,2871575982930410,2890394749514990,2872928556705240,2866770326631140,2903719784227580,2866687806025850,2894040062377860,2872443512254190,2846478379818920,2893306985113800,2896307490674640,2884881735289220,2897793305018960,2903039281025610,2903927266324140,2852364941327680,2902980866947120,2863778161129180,2868782600454100,2900534084975820,2903927006669850,2879839463233580,2891490401258710,2886388460308540,2898744671417370,2902377373629310,2897344544464450,2895364970062930,2894570421372870,2892073710058190,2902436659018530,2900600056031290,2885073932627290,2895533565739270,2870124861667410,2897992960363760,2887892783910920,2878743984277420,2901895525939180,2875336902906260,2864848908880640,2868444040080930,2875034141067540,2884197515020890,2887223181058890,2893826480925400,2883617966533970,2894524506070720,2890190725227360,2891250389564360,2889830754119590,2899683565019140,2894920233573050,2882218881661830,2895502709349170,2883464154551170,2895690877855610,2885572133991170,2894965346282730,2889284385854350,2890071563714720,2897205507226590,2890988225317430
2051,2892087006956330,2853589576789250,2900467224493910,2895918345730760,2885944333758290,2886381176113950,2897823188906800,2892082322357550,2892105513790820,2889466937748270,2870980814864820,2890261795529590,2872369054028350,2866072671780690,2903938367216460,2865979396581210,2894072681632360,2871982426197990,2845353544593220,2893298320301400,2896386728805100,2884702204139810,2897888709648170,2903266857864660,2904147680049960,2851372109112030,2903179484567360,2863109385441850,2868218491219660,2900680316504170,2904162394891690,2879543686775350,2891419951127850,2886157250618630,2898853646401020,2902573465824310,2897418020844160,2895410617877950,2894596640234030,2892031060836840,2902631402255190,2900760363461830,2884854753381140,2895579249197720,2869578881887850,2898104167607550,2887736412821050,2878365039759220,2902070995926580,2874936564166200,2864107787392040,2867823647089300,2874595403811730,2883993511726870,2887026503465380,2893818164023400,2883401124279390,2894518790565680,2890079211823360,2891214427886660,2889756683064740,2899807334681820,2894924603973130,2881947663980070,2895540188109920,2883184457415050,2895726086610810,2885358596503900,2894996005192140,2889155062289800,2889980667427960,2897281320708370,2890919998707270
2052,2892040012090910,2852611165414140,2900620847959090,2895942773839000,2885797060580050,2886207709683020,2897902897428660,2892035271805820,2892058488564750,2889397369627890,2870384262375040,2890128160813880,2871811174733150,2865376784042310,2904156859391860,2865271632332040,2894106276058370,2871523958522270,2844229225777170,2893289780436320,2896466791041920,2884522632783780,2897984175628440,2903494999268310,2904367804957530,2850379347212740,2903377775755880,2862440776497970,2867651874941560,2900826381263410,2904397730891000,2879248589504030,2891349682860480,2885924975027930,2898962717703850,2902769551005630,2897491602112270,2895457288381950,2894623437173460,2891988538532230,2902826113233860,2900920803868920,2884637998785720,2895625245788530,2869033509453720,2898215851753080,2887579940013080,2877985276362980,2902246307341340,2874535078285700,2863368619054620,2867204373377150,2874160448371680,2883790094529120,2886828952134720,2893809700791360,2883184903999310,2894514135204630,2889967453044540,2891179952320680,2889682870083520,2899930934823750,2894928713024760,2881677070146990,2895577961080160,2882900128914880,2895761433647530,2885145604240760,2895026894634780,2889026687182950,2889890006990240,2897357797563140,2890852226725090
2053,2891992940777990,2851631588014080,2900774737127290,2895966741197960,2885650390572620,2886034638682310,2897982713852830,2891988179602930,2892011440544140,2889328927475790,2869783314560100,2889993472703850,2871252228123980,2864679417910480,2904375324780010,2864562176114290,2894140523836370,2871063081641400,2843105322545270,2893281672353920,2896547415630390,2884343659111440,2898080098024750,2903723558717080,2904588196737650,2849386322402610,2903575961526300,2861774710885900,2867089655236770,2900972031686610,2904633060878890,2878954300418490,2891278999223440,2885691312157680,2899074847884000,2902965786191680,2897565032253640,2895503863827880,2894650454771950,2891946328464070,2903020762842780,2901081462862520,2884419969895670,2895671613738660,2868489370937230,2898327938813200,2887420711450910,2877605061736110,2902421412429580,2874136323529520,2862629483443140,2866587085603070,2873727556908780,2883585808503530,2886631631334420,2893801432018880,2882969372440590,2894509063161910,2889854211238520,2891145788157300,2889609980734820,2900054380413800,2894932482637350,2881407539761600,2895615811946100,2882619244811340,2895796508514770,2884933538305870,2895057821376730,2888895699118520,2889799468956250,2897434024435570,2890784415095810
2054,2891945690512330,2850652022622430,2900928874957830,2895990346202000,2885505159998680,2885861361905880,2898062317727670,2891940913583840,2891964262418690,2889261234203530,2869181280982120,2889858178769880,2870692306228670,2863979981187160,2904593668216010,2863852404597400,2894175768798490,2870602686852710,2841981834813450,2893274088217930,2896628723498850,2884164968212770,2898179368476270,2903952460037160,2904808143121930,2848393590589780,2903773773555770,2861110382587330,2866526728857320,2901117865702870,2904869060725940,2878661028809810,2891208588818900,2885454781322140,2899184431198120,2903162282724550,2897638603157020,2895551621727990,2894677689999810,2891904180611990,2903215513949270,2901242399096510,2884201837375030,2895718216796140,2867946537077330,2898440356788860,2887263731523630,2877225295418310,2902597152558260,2873737038050180,2861888772333590,2865963381988760,2873295361538890,2883383703498340,2886432962476180,2893793094180450,2882753973930490,2894504639256300,2889741795581540,2891112323564130,2889537345764440,2900177719536970,2894935967381830,2881136874345640,2895653668909320,2882338244151380,2895831776135330,2884720178572210,2895089142564790,2888765625942250,2889708818135230,2897510376455800,2890716686128260
2055,2891898464427720,2849671976442120,2901083279976100,2896013583731720,2885360419191690,2885688304396460,2898141938499190,2891893686253610,2891917096952390,2889194050871130,2868581349222510,2889721431323070,2870131075944100,2863281113344830,2904812637662840,2863140287367450,2894211494368000,2870144994466580,2840858814825620,2893269753957960,2896710544105810,2883987875516390,2898276069813120,2904181807124610,2905028407425770,2847401355889150,2903971494397920,2860447191588100,2865962933093350,2901263360882830,2905104995900470,2878368317469790,2891137588893230,2885216852858820,2899293753186020,2903358853661450,2897712500750180,2895599506950280,2894705319241970,2891862735171850,2903409990299460,2901403666710300,2883984420948430,2895764933987620,2867402650318980,2898553227159560,2887106469110680,2876845240052510,2902772182983790,2873341374994750,2861146910131680,2865345312291110,2872862532273820,2883181536700840,2886233425791770,2893785000155030,2882539493677200,2894499006792190,2889628885148740,2891079436949730,2889465277287120,2900301200642510,2894939297805510,2880866391972680,2895692084235260,2882056830728830,2895866938387520,2884505904153310,2895120886374690,2888635119421410,2889618348552780,2897587435194150,2890649029943230
2056,2891851617153640,2848691520020880,2901238108154730,2896036462337700,2885216466888950,2885515218819300,2898221317490030,2891846506286490,2891870253621630,2889129194231860,2867980836442240,2889584253587750,2869568483957620,2862583541977030,2905030741748220,2862430041834550,2894248004490640,2869687959291220,2839736528592470,2893262625642180,2896792862471310,2883811420256430,2898372815166050,2904411971547740,2905248047791250,2846408596189830,2904169377516770,2859784754502850,2865403698084760,2901408944013050,2905340993892760,2878076568403640,2891066401652140,2884979177060340,2899403339375290,2903555814207280,2897785762637880,2895650782679980,2894733688597600,2891821024703920,2903604595487020,2901565406077810,2883763959938670,2895811631472330,2866858949528720,2898666793448140,2886949036777550,2876465651195850,2902947222409810,2872944333383340,2860406985340880,2864728591845260,2872432334577780,2882980885084010,2886033094697460,2893776821267360,2882325512177090,2894492934667570,2889515492727460,2891047169822220,2889393576715580,2900424654213220,2894942159987170,2880595331606060,2895730376252500,2881775059980370,2895902175146880,2884292018178650,2895152563263650,2888504387258500,2889527944322500,2897663860222690,2890581831443650
2057,2891804379565050,2847710722203470,2901393007542240,2896059149813120,2885070972764250,2885342396023760,2898300568429930,2891799586011610,2891823021320900,2889063468304020,2867380595569590,2889447011382690,2869002334850830,2861884942023150,2905248856889710,2861718783528790,2894284972036480,2869234419173260,2838614917061470,2893255965446490,2896875768928480,2883635592489750,2898470099216020,2904642411180170,2905467531140120,2845416872372310,2904366696143530,2859124559456170,2864844834769070,2901554944434430,2905577176605260,2877785330638070,2890995268169940,2884741557054680,2899513021403710,2903752637547760,2897859338254950,2895699185058170,2894761899654820,2891779524681280,2903799144517770,2901727228458540,2883546475068630,2895858801293360,2866316555587320,2898780601476520,2886791773702620,2876085885193880,2903122054097360,2872547684806510,2859666052652110,2864110087700270,2872001608758320,2882780686717240,2885832396607280,2893768542825080,2882112410378670,2894486702083010,2889401775895700,2891015637208940,2889322675839860,2900547921666970,2894944827924450,2880325253216850,2895768767353430,2881492392513130,2895937377815220,2884078076092680,2895184450963370,2888373280460210,2889436597243070,2897740447610980,2890514381060830
2058,2891757218057680,2846729625799490,2901551801975060,2896081742314530,2884928593502070,2885169704113600,2898379373789090,2891752360564790,2891775881657960,2889000094820530,2866776568997170,2889307924609370,2868436920156820,2861182592304460,2905466927612100,2861006723895430,2894323998869180,2868782148462710,2837494250636540,2893249317511250,2896959457894150,2883460711326450,2898567456935490,2904873014456130,2905686746143130,2844425294724950,2904563954380410,2858463149760050,2864287646245990,2901700565255320,2905813975404500,2877496253375410,2890923869168310,2884500571216610,2899622889697640,2903953117522580,2897936079740090,2895749600169990,2894790382942880,2891738229110090,2903993798605830,2901889433127420,2883327435167940,2895906573835750,2865777395413600,2898894762357270,2886633940598300,2875701795742200,2903296907061470,2872153655851010,2858925290862000,2863492665083460,2871569712514710,2882581247984590,2885630615048120,2893760457443120,2881899636292580,2894480207573500,2889287743268360,2890984492095100,2889252250656940,2900670852949860,2894947546032580,2880055838023100,2895807480104340,2881209461472450,2895972564402450,2883863744918710,2895216612866910,2888242105776120,2889346435344570,2897817124514470,2890447032966350
